,기준년월,그룹번호,그룹내고객수,종목번호,그룹내_매수여부,그룹내_매도여부,매수고객수,매도고객수,평균매수수량,평균매도수량,매수가격_중앙값,매도가격_중앙값,평균가격
6279,201911,MAD06,1615,A091700,Y,Y,3,3,1333,1866,12075,11650,11719
6280,201911,MAD06,1615,A091990,Y,Y,8,3,200,25,53900,51475,51835
6281,201911,MAD06,1615,A093370,Y,Y,5,4,82,44,7873,8180,7814
6282,201911,MAD06,1615,A096770,Y,Y,8,3,443,349,151000,150500,156548
6283,201911,MAD06,1615,A099220,Y,Y,3,6,1251,1770,2259,2485,2668
6284,201911,MAD06,1615,A103840,Y,Y,4,7,1800,2119,4832,5240,5067
6285,201911,MAD06,1615,A111870,Y,Y,5,4,1079,1121,3224,3340,3027
6286,201911,MAD06,1615,A120240,Y,Y,3,4,153,190,18787,18833,16442
6287,201911,MAD06,1615,A121800,Y,Y,5,7,7451,7816,11029,11695,12310
6288,201911,MAD06,1615,A122870,N,Y,0,3,0,130,-1,23850,25464
6289,201911,MAD06,1615,A123690,Y,Y,6,7,544,690,8520,8580,8394
6290,201911,MAD06,1615,A128940,Y,Y,7,3,8,3,319000,329500,326624
6291,201911,MAD06,1615,A133750,Y,Y,6,8,670,988,3730,3920,3723
6292,201911,MAD06,1615,A138080,Y,Y,3,5,33,98,47750,47450,47846
6293,201911,MAD06,1615,A139480,Y,Y,7,8,869,674,122491,123052,127324
6294,201911,MAD06,1615,A140410,Y,Y,14,11,70,138,147000,140397,190964
6295,201911,MAD06,1615,A148150,Y,Y,3,3,156,198,66866,66086,60512
6296,201911,MAD06,1615,A150840,Y,Y,3,5,755,1025,3672,5390,6165
6297,201911,MAD06,1615,A161890,Y,Y,4,3,376,554,46600,46550,46326
6298,201911,MAD06,1615,A168330,Y,Y,3,3,630,632,5835,6347,5078
6299,201911,MAD06,1615,A171010,Y,N,3,0,60,0,7700,-1,7571
6300,201911,MAD06,1615,A175250,Y,Y,4,5,280,192,31055,34500,32901
6301,201911,MAD06,1615,A178920,Y,Y,5,5,53,75,32000,33800,34216
6302,201911,MAD06,1615,A182360,Y,Y,6,6,424,594,5140,4872,4282
6303,201911,MAD06,1615,A187420,Y,Y,4,3,135,135,6950,6664,6298
6304,201911,MAD06,1615,A200230,Y,Y,4,7,406,494,8764,8839,8470
6305,201911,MAD06,1615,A204320,Y,Y,6,3,526,737,34582,35225,35825
6306,201911,MAD06,1615,A207940,Y,Y,21,19,22,42,396827,387500,395643
6307,201911,MAD06,1615,A214260,Y,Y,4,4,92,92,17216,17650,16293
6308,201911,MAD06,1615,A214680,Y,Y,5,5,1739,1639,1977,1944,1684
6309,201911,MAD06,1615,A215380,Y,Y,4,4,165,165,7160,7170,6073
6310,201911,MAD06,1615,A215480,Y,Y,5,7,616,652,1555,1545,1457
6311,201911,MAD06,1615,A215600,Y,Y,27,28,522,574,17737,17700,17664
6312,201911,MAD06,1615,A216080,Y,Y,4,5,105,97,24000,23750,23152
6313,201911,MAD06,1615,A218410,Y,Y,4,3,104,57,34530,35050,35096
6314,201911,MAD06,1615,A219550,Y,Y,4,4,611,612,1005,973,1062
6315,201911,MAD06,1615,A222810,Y,Y,5,5,7313,8720,1564,1620,1126
6316,201911,MAD06,1615,A225430,Y,Y,5,4,246,363,3295,3432,2496
6317,201911,MAD06,1615,A225570,Y,Y,5,5,151,71,9800,8525,8713
6318,201911,MAD06,1615,A234100,Y,Y,4,4,513,588,3535,3349,2975
6319,201911,MAD06,1615,A240810,Y,Y,6,4,150,79,31150,31650,31668
6320,201911,MAD06,1615,A244460,N,Y,0,3,0,32,-1,20050,20064
6321,201911,MAD06,1615,A249420,Y,Y,3,3,363,363,19096,17600,17157
6322,201911,MAD06,1615,A265520,Y,Y,3,4,59,77,29676,29450,29655
6323,201911,MAD06,1615,A267850,Y,Y,12,12,1134,1142,27746,27784,24755
6324,201911,MAD06,1615,A268600,Y,Y,7,6,854,667,67671,69500,64206
6325,201911,MAD06,1615,A271560,Y,Y,3,6,10,20,109000,109500,107731
6326,201911,MAD06,1615,A272210,Y,Y,7,6,607,499,10808,10787,11171
6327,201911,MAD06,1615,A285130,Y,Y,12,9,78,52,83200,70500,56099
6328,201911,MAD06,1615,A294870,Y,Y,6,4,110,25,28750,29400,30064
6329,201911,MAD06,1615,A297090,Y,Y,6,6,2338,2326,8703,9352,9290
6330,201911,MAD06,1615,A298380,Y,Y,4,6,85,336,22500,23650,20243
6331,201911,MAD06,1615,A298690,Y,Y,11,11,1012,736,8948,8744,7103
6332,201911,MAD06,1615,A299660,Y,Y,3,3,512,925,28287,29480,27021
6333,201911,MAD06,1615,A311390,Y,Y,8,9,176,158,11260,10900,9475
6334,201911,MAD06,1615,A317530,Y,Y,3,4,120,268,10971,10000,10197
6335,201911,MAD06,1615,A322000,Y,Y,3,3,386,161,16750,16600,16162
6336,201911,MAD06,1615,A322180,Y,Y,5,4,597,1337,18700,18725,17833
6337,201911,MAD06,1615,A336260,Y,Y,7,7,1034,946,9731,9010,8238
6338,201911,MAD06,1615,A33626K,Y,Y,3,3,1156,1206,5534,5505,4900
6339,201911,MAD06,1615,A336370,Y,Y,3,4,180,251,19850,19750,19434
6340,201911,MAD07,86,A005930,Y,Y,5,4,60,64,52000,52200,52144
6341,201911,MAD07,86,A010060,Y,Y,4,3,141,134,64100,66200,63513
6342,201911,MAD07,86,A010950,Y,N,3,0,208,0,97675,-1,96141
6343,201911,MAD07,86,A068270,Y,Y,4,3,60,8,195075,182500,185977
6344,201911,MAD07,86,A207940,Y,Y,3,3,25,40,391944,400500,395643
6345,201911,MAD08,386,A001360,Y,Y,9,9,4738,5552,4582,4436,4632
6346,201911,MAD08,386,A003060,Y,Y,5,6,8522,6922,1128,1305,1138
6347,201911,MAD08,386,A003280,Y,Y,5,5,20161,19810,688,697,593
6348,201911,MAD08,386,A005390,Y,Y,5,4,2474,2388,1776,1772,1664
6349,201911,MAD08,386,A005930,Y,Y,6,4,19,25,52100,52300,52144
6350,201911,MAD08,386,A006120,Y,Y,4,4,218,218,27943,27850,24314
6351,201911,MAD08,386,A006490,Y,Y,3,3,2356,2356,4132,3270,3253
6352,201911,MAD08,386,A007460,Y,Y,6,7,11622,13909,2622,2705,2365
6353,201911,MAD08,386,A008350,Y,Y,12,12,1124,2527,3727,3796,4053
6354,201911,MAD08,386,A009460,Y,Y,5,6,5686,4720,3050,3345,3031
6355,201911,MAD08,386,A017180,Y,Y,3,3,3333,3333,5276,5070,5006
6356,201911,MAD08,386,A020150,N,Y,0,3,0,3626,-1,37950,39593
6357,201911,MAD08,386,A020560,Y,Y,8,9,1934,2197,6532,6471,5776
6358,201911,MAD08,386,A026150,Y,Y,3,4,8773,9243,7255,6954,6555
6359,201911,MAD08,386,A028300,Y,Y,12,12,39,84,139900,136700,141560
6360,201911,MAD08,386,A033180,Y,Y,13,14,855,907,9570,9740,9303
6361,201911,MAD08,386,A033640,Y,Y,4,3,202,271,26599,24000,24203
6362,201911,MAD08,386,A043220,Y,Y,7,7,13970,15355,2250,2220,2139
6363,201911,MAD08,386,A044960,Y,Y,4,5,505,849,8379,8656,7159
6364,201911,MAD08,386,A046940,Y,Y,3,3,3940,5706,7076,7288,6498
6365,201911,MAD08,386,A052260,Y,Y,20,20,212,218,24050,24900,17510
6366,201911,MAD08,386,A052420,Y,Y,5,5,17817,17609,3304,3309,2872
6367,201911,MAD08,386,A052670,Y,Y,8,6,439,357,6360,6359,6422
6368,201911,MAD08,386,A058820,Y,Y,5,6,1256,1274,4647,4208,3830
6369,201911,MAD08,386,A060720,Y,Y,3,4,476,777,18686,19950,18458
6370,201911,MAD08,386,A063440,Y,Y,6,7,3259,5855,2528,2415,2579
6371,201911,MAD08,386,A068270,Y,Y,7,6,73,66,172000,174500,185977
6372,201911,MAD08,386,A072130,Y,Y,3,4,1073,1262,5650,5790,5374
6373,201911,MAD08,386,A073070,Y,Y,3,3,3236,7524,1870,2010,1865
6374,201911,MAD08,386,A074610,Y,Y,10,9,2445,2164,10157,9974,10071
6375,201911,MAD08,386,A078130,Y,Y,10,8,2744,1583,6950,7060,6328
6376,201911,MAD08,386,A078590,Y,Y,3,5,4858,5241,1359,1364,1295
6377,201911,MAD08,386,A082270,Y,Y,3,4,53,35,26000,26500,26233
6378,201911,MAD08,386,A084990,Y,Y,4,4,8,13,98500,101000,96907
6379,201911,MAD08,386,A090430,Y,Y,5,3,65,66,180500,181000,189765
6380,201911,MAD08,386,A099220,Y,Y,4,4,2792,2449,3230,3067,2668
6381,201911,MAD08,386,A111710,Y,Y,3,3,10953,7379,15935,14482,13605
6382,201911,MAD08,386,A111870,Y,Y,4,5,1223,2657,2833,2809,3027
6383,201911,MAD08,386,A121800,Y,Y,3,3,294,151,11800,13200,12310
6384,201911,MAD08,386,A150840,Y,Y,5,5,2584,3186,7422,5320,6165
6385,201911,MAD08,386,A174880,Y,Y,4,4,11025,7863,3107,3546,2857
6386,201911,MAD08,386,A200230,Y,Y,6,5,756,845,9280,8822,8470
6387,201911,MAD08,386,A215100,Y,Y,3,3,2526,3155,5209,5368,4964
6388,201911,MAD08,386,A215600,Y,Y,11,12,213,302,17400,17450,17664
6389,201911,MAD08,386,A222810,Y,Y,6,4,28025,28608,1405,1366,1126
6390,201911,MAD08,386,A267850,Y,Y,8,9,411,448,28115,28010,24755
6391,201911,MAD08,386,A268600,Y,Y,4,5,493,520,73000,66700,64206
6392,201911,MAD08,386,A285130,Y,Y,8,4,40,13,83694,79433,56099
6393,201911,MAD08,386,A298380,Y,Y,4,6,204,227,21600,21714,20243
6394,201911,MAD08,386,A298690,Y,Y,5,6,5266,4677,7429,7458,7103
6395,201911,MAD08,386,A308170,Y,Y,3,3,1376,1676,9300,19000,15272
6396,201911,MAD08,386,A321550,Y,Y,6,6,850,511,22219,23300,18211
6397,201911,MAD08,386,A336260,Y,Y,8,8,3355,3296,9249,9192,8238
6398,201911,MAD09,634,A000660,Y,Y,6,7,4,153,82100,83000,83194
6399,201911,MAD09,634,A000890,Y,Y,4,5,5131,4337,1092,1020,1075
6400,201911,MAD09,634,A001360,Y,Y,4,5,2745,2780,4890,5180,4632
6401,201911,MAD09,634,A003520,Y,N,4,0,172,0,5760,-1,5724
6402,201911,MAD09,634,A005360,Y,Y,4,3,633,769,4360,4437,4021
6403,201911,MAD09,634,A005380,Y,Y,4,4,197,591,125125,124000,124055
6404,201911,MAD09,634,A005930,Y,Y,26,22,129,223,52400,51700,52144
6405,201911,MAD09,634,A005935,Y,Y,4,3,389,289,41699,42200,42348
6406,201911,MAD09,634,A006490,Y,Y,3,4,8186,7186,4289,4339,3253
6407,201911,MAD09,634,A007390,Y,Y,3,3,118,350,10700,11450,10656
6408,201911,MAD09,634,A008350,Y,Y,16,14,2089,3137,3803,3710,4053
6409,201911,MAD09,634,A009150,Y,Y,6,4,17,12,114000,110000,111912
6410,201911,MAD09,634,A009460,Y,Y,3,3,5345,7786,3005,3293,3031
6411,201911,MAD09,634,A020560,Y,Y,4,4,102,226,5880,5520,5776
6412,201911,MAD09,634,A028300,Y,Y,10,9,68,133,136700,122000,141560
6413,201911,MAD09,634,A030200,N,Y,0,3,0,131,-1,27300,27173
6414,201911,MAD09,634,A032500,Y,Y,5,3,161,125,48650,49250,49005
6415,201911,MAD09,634,A033180,Y,Y,14,13,5410,5287,9810,9910,9303
6416,201911,MAD09,634,A033640,Y,Y,3,4,380,197,23283,26350,24203
6417,201911,MAD09,634,A035420,Y,Y,9,10,14,11,175000,174500,168127
6418,201911,MAD09,634,A035720,Y,Y,7,9,27,42,146000,154500,153334
6419,201911,MAD09,634,A044960,Y,Y,6,4,4638,6476,8047,8245,7159
6420,201911,MAD09,634,A046940,Y,Y,4,4,2413,2137,6320,6240,6498
6421,201911,MAD09,634,A052190,Y,Y,5,4,181,201,4580,4610,4478
6422,201911,MAD09,634,A052260,Y,Y,8,9,655,669,19776,19758,17510
6423,201911,MAD09,634,A052670,Y,Y,4,5,549,649,8600,8070,6422
6424,201911,MAD09,634,A058820,Y,Y,5,3,136,238,3293,3750,3830
6425,201911,MAD09,634,A065450,N,Y,0,3,0,1886,-1,2775,2988
6426,201911,MAD09,634,A067630,Y,Y,6,5,85,139,33100,31200,29355
6427,201911,MAD09,634,A068270,Y,Y,7,3,16,29,184000,185000,185977
6428,201911,MAD09,634,A072130,Y,Y,3,5,1648,1619,6230,6150,5374
6429,201911,MAD09,634,A074610,Y,Y,3,6,43,134,9913,9900,10071
6430,201911,MAD09,634,A078130,Y,Y,8,11,2888,2830,6600,6540,6328
6431,201911,MAD09,634,A081660,Y,Y,3,5,150,20,52700,61000,56981
6432,201911,MAD09,634,A084680,Y,Y,5,6,6009,6110,6392,6115,5537
6433,201911,MAD09,634,A084850,Y,Y,3,3,465,298,26000,36050,32667
6434,201911,MAD09,634,A084990,Y,Y,4,6,13,102,97400,98300,96907
6435,201911,MAD09,634,A090430,Y,Y,5,6,206,16,193500,193000,189765
6436,201911,MAD09,634,A099220,Y,Y,4,6,190,1665,2305,3230,2668
6437,201911,MAD09,634,A111710,Y,Y,3,3,2042,2110,15100,15000,13605
6438,201911,MAD09,634,A123690,Y,Y,3,4,147,246,10300,10400,8394
6439,201911,MAD09,634,A200230,Y,Y,5,3,675,98,8630,8240,8470
6440,201911,MAD09,634,A207940,Y,Y,7,5,34,41,388750,391500,395643
6441,201911,MAD09,634,A215480,Y,Y,3,4,162,150,1500,1430,1457
6442,201911,MAD09,634,A215600,Y,Y,10,8,261,239,18550,18075,17664
6443,201911,MAD09,634,A260660,Y,Y,4,3,186,195,15550,15475,15184
6444,201911,MAD09,634,A267850,Y,Y,6,5,1398,1213,25650,28995,24755
6445,201911,MAD09,634,A285130,Y,Y,6,6,253,382,85209,83230,56099
6446,201911,MAD09,634,A298690,Y,Y,6,5,2269,964,8769,8886,7103
6447,201911,MAD10,106,A015760,N,Y,0,4,0,44,-1,26740,27288
6448,201911,MAD11,175,A000660,Y,Y,4,3,80,80,83851,84920,83194
6449,201911,MAD11,175,A005930,Y,Y,9,7,126,265,53700,53208,52144
6450,201911,MAD11,175,A006800,Y,Y,4,4,911,3921,7306,7240,7345
6451,201911,MAD11,175,A028300,Y,Y,4,4,21,30,138500,140000,141560
6452,201911,MAD11,175,A033180,Y,Y,4,3,144,94,10181,10200,9303
6453,201911,MAD11,175,A067630,Y,Y,4,3,824,940,31775,31600,29355
6454,201911,MAD11,175,A068270,Y,Y,3,4,159,177,198500,184500,185977
6455,201911,MAD11,175,A090430,N,Y,0,3,0,7,-1,195000,189765
6456,201911,MAD12,152,A005930,Y,Y,4,6,177,233,50400,50300,52144
6457,201911,MAD12,152,A006800,Y,Y,4,5,3714,4676,7417,7490,7345
6458,201911,MAD12,152,A028050,Y,Y,3,3,1546,1586,19050,18872,18852
6459,201911,MAD12,152,A035420,Y,Y,5,3,9,6,168000,166500,168127
6460,201911,MAD12,152,A035720,Y,Y,3,4,11,9,153166,153000,153334
6461,201911,MAD13,167,A004020,Y,N,4,0,53,0,32150,-1,32125
6462,201911,MAD13,167,A005930,Y,Y,5,5,18,23,52800,50700,52144
6463,201911,MAD13,167,A015760,Y,Y,3,3,1481,1192,27932,27800,27288
6464,201911,MAD13,167,A068270,Y,Y,3,3,5,3,190000,197500,185977
6465,201911,MAD13,167,A096770,Y,N,3,0,30,0,150750,-1,156548
6466,201911,MAD14,253,A000660,Y,Y,3,3,7,32,81190,84610,83194
6467,201911,MAD14,253,A001040,N,Y,0,3,0,14,-1,91638,91951
6468,201911,MAD14,253,A004020,Y,Y,6,3,339,408,31980,32250,32125
6469,201911,MAD14,253,A005380,Y,Y,4,8,184,416,124000,124805,124055
6470,201911,MAD14,253,A005930,Y,Y,11,11,256,327,50759,52700,52144
6471,201911,MAD14,253,A005935,Y,Y,4,5,43,29,42200,42850,42348
6472,201911,MAD14,253,A006800,Y,Y,3,4,569,1028,7364,7300,7345
6473,201911,MAD14,253,A009150,Y,Y,4,3,528,900,109500,113000,111912
6474,201911,MAD14,253,A010140,Y,Y,10,3,2723,2417,7046,7027,7028
6475,201911,MAD14,253,A015760,Y,Y,19,19,86,257,27300,26918,27288
6476,201911,MAD14,253,A028300,Y,Y,3,3,91,114,137350,140269,141560
6477,201911,MAD14,253,A032500,Y,Y,4,4,996,856,48650,49150,49005
6478,201911,MAD14,253,A034020,Y,N,5,0,123,0,5680,-1,5664
6479,201911,MAD14,253,A034220,Y,Y,11,4,13,18,14450,14400,14242
6480,201911,MAD14,253,A035420,Y,Y,3,3,6,16,170500,174000,168127
6481,201911,MAD14,253,A035760,Y,Y,4,4,58,19,168342,154800,156664
6482,201911,MAD14,253,A039130,Y,Y,3,5,12,66,48519,51000,49370
6483,201911,MAD14,253,A066570,Y,Y,3,3,16,206,69700,69000,69731
6484,201911,MAD14,253,A090430,N,Y,0,3,0,8,-1,200000,189765
6485,201911,MAD14,253,A192820,Y,Y,3,3,40,91,78500,82100,79580
6486,201911,MAD14,253,A251270,Y,Y,3,3,17,130,89600,89900,90168
6487,201911,MAD15,104,A005930,Y,Y,6,5,518,502,52336,52126,52144
6488,201911,MAD15,104,A010950,Y,N,4,0,32,0,96184,-1,96141
6489,201911,MAD16,102,A005930,Y,Y,3,3,976,491,52300,52600,52144
6490,201911,MAD16,102,A020560,Y,Y,3,3,539,546,5910,5790,5776
6491,201911,MAD16,102,A078130,Y,Y,4,4,236,2032,8140,6860,6328
6492,201911,MAD16,102,A096770,Y,N,4,0,29,0,152000,-1,156548
6493,201911,MAD17,286,A000660,Y,Y,11,8,21,26,81300,82500,83194
6494,201911,MAD17,286,A005380,Y,Y,7,5,826,13,124000,125500,124055
6495,201911,MAD17,286,A005930,Y,Y,15,9,57,51,52100,53463,52144
6496,201911,MAD17,286,A008770,Y,Y,4,6,17,58,82300,82000,81810
6497,201911,MAD17,286,A010140,Y,Y,4,3,790,950,7110,7302,7028
6498,201911,MAD17,286,A010950,Y,Y,12,6,51,10,90200,90400,96141
6499,201911,MAD17,286,A015760,Y,Y,4,4,190,252,26412,27050,27288
6500,201911,MAD17,286,A020560,Y,Y,4,5,2905,1102,6406,5950,5776
6501,201911,MAD17,286,A035420,Y,Y,5,5,9,3,173464,174000,168127
6502,201911,MAD17,286,A035720,Y,Y,5,4,19,689,157500,149000,153334
6503,201911,MAD17,286,A051910,Y,Y,4,7,6,9,311000,313000,313090
6504,201911,MAD17,286,A066570,Y,Y,4,10,47,107,71400,70825,69731
6505,201911,MAD17,286,A096770,Y,Y,11,3,30,11,155730,161500,156548
6506,201911,MAD17,286,A215600,Y,Y,6,5,339,502,18462,18500,17664
6507,201911,MAD17,286,A253450,Y,Y,3,3,37,46,77500,81650,78402
6508,201911,MAD18,545,A000660,Y,Y,15,20,64,109,81833,84593,83194
6509,201911,MAD18,545,A001360,Y,Y,3,3,3466,4044,4655,4837,4632
6510,201911,MAD18,545,A003670,Y,Y,4,4,71,515,49550,48088,48151
6511,201911,MAD18,545,A004710,Y,N,4,0,989,0,6863,-1,7347
6512,201911,MAD18,545,A005390,Y,Y,3,3,3873,6283,1631,1715,1664
6513,201911,MAD18,545,A005930,Y,Y,35,24,117,132,52300,52474,52144
6514,201911,MAD18,545,A005935,Y,Y,4,3,47,48,42200,42550,42348
6515,201911,MAD18,545,A006400,Y,Y,5,6,7,51,234500,238583,235490
6516,201911,MAD18,545,A006490,Y,Y,4,3,782,257,2895,3225,3253
6517,201911,MAD18,545,A007810,Y,Y,4,4,2875,1545,10336,10089,10127
6518,201911,MAD18,545,A008350,Y,Y,9,9,2718,5066,3721,3570,4053
6519,201911,MAD18,545,A008770,Y,Y,7,8,47,324,81371,79016,81810
6520,201911,MAD18,545,A009150,Y,Y,6,6,9,25,109000,115500,111912
6521,201911,MAD18,545,A009460,Y,Y,3,4,430,955,3300,2990,3031
6522,201911,MAD18,545,A010140,Y,Y,3,3,751,2025,6650,7100,7028
6523,201911,MAD18,545,A015760,Y,Y,3,7,75,314,26950,26800,27288
6524,201911,MAD18,545,A020150,Y,Y,4,7,57,68,38216,40164,39593
6525,201911,MAD18,545,A020560,Y,Y,3,4,333,400,6266,6525,5776
6526,201911,MAD18,545,A028300,Y,Y,6,4,27,9,138800,131050,141560
6527,201911,MAD18,545,A032500,Y,Y,4,8,47,158,51150,49750,49005
6528,201911,MAD18,545,A032640,Y,N,3,0,278,0,13900,-1,13840
6529,201911,MAD18,545,A033180,Y,Y,13,13,832,1137,9080,9410,9303
6530,201911,MAD18,545,A034020,Y,Y,3,3,155,571,5820,5390,5664
6531,201911,MAD18,545,A034220,Y,Y,7,8,260,391,13707,13900,14242
6532,201911,MAD18,545,A035420,Y,Y,5,6,14,9,161000,179000,168127
6533,201911,MAD18,545,A035720,Y,Y,3,7,3,13,146500,154500,153334
6534,201911,MAD18,545,A035760,Y,Y,3,3,4,64,152100,159900,156664
6535,201911,MAD18,545,A046940,Y,Y,3,3,1442,1275,6710,6760,6498
6536,201911,MAD18,545,A051910,Y,Y,12,8,10,4,305500,308800,313090
6537,201911,MAD18,545,A052190,Y,Y,3,3,1018,1052,4604,4493,4478
6538,201911,MAD18,545,A064350,Y,Y,5,4,51,918,16150,16200,15993
6539,201911,MAD18,545,A066570,Y,Y,6,14,11,142,69800,70000,69731
6540,201911,MAD18,545,A068270,Y,Y,7,5,42,66,183500,186500,185977
6541,201911,MAD18,545,A081660,Y,Y,3,3,54,38,62100,59600,56981
6542,201911,MAD18,545,A090430,Y,Y,6,10,11,35,194000,184116,189765
6543,201911,MAD18,545,A091590,Y,Y,5,5,537,537,13500,15600,12907
6544,201911,MAD18,545,A139480,N,Y,0,3,0,18,-1,125500,127324
6545,201911,MAD18,545,A161890,Y,Y,6,3,15,1,45506,47037,46326
6546,201911,MAD18,545,A174880,Y,Y,3,3,800,800,3030,3270,2857
6547,201911,MAD18,545,A178320,Y,Y,3,4,70,486,25600,27450,26038
6548,201911,MAD18,545,A192820,Y,Y,3,4,5,5,80700,79950,79580
6549,201911,MAD18,545,A213420,Y,Y,3,3,211,222,21900,21700,21995
6550,201911,MAD18,545,A215600,Y,Y,13,7,598,488,17733,15350,17664
6551,201911,MAD18,545,A247540,Y,Y,3,3,1721,1582,52900,52000,51259
6552,201911,MAD18,545,A285130,Y,Y,3,3,15,38,52650,57725,56099
6553,201911,MAD18,545,A298690,Y,Y,5,3,342,316,9390,8000,7103
6554,201911,MAD18,545,A311390,Y,Y,3,3,157,67,9970,10200,9475
6555,201911,MAD19,140,A005930,Y,Y,9,8,24,35,52900,53000,52144
6556,201911,MAD19,140,A006800,Y,Y,5,4,314,315,7640,7450,7345
6557,201911,MAD19,140,A035900,Y,Y,3,3,2,19,21575,23536,22373
6558,201911,MAD19,140,A052260,Y,Y,3,3,45,45,26538,26787,17510
6559,201911,MAD19,140,A058820,Y,Y,3,4,6494,8303,4427,4445,3830
6560,201911,MAD20,143,A004170,N,Y,0,3,0,4,-1,283500,260885
6561,201911,MAD20,143,A005930,Y,Y,9,5,49,67,50920,52600,52144
6562,201911,MAD20,143,A008350,Y,Y,3,3,2068,2205,5350,5511,4053
6563,201911,MAD20,143,A020560,Y,Y,4,6,1037,1322,6870,6710,5776
6564,201911,MAD20,143,A033180,Y,Y,3,3,138,171,9830,9790,9303
6565,201911,MAD20,143,A052260,Y,Y,4,4,67,100,24670,24850,17510
6566,201911,MAD20,143,A066570,N,Y,0,3,0,176,-1,71300,69731
6567,201911,MAD20,143,A068270,Y,N,5,0,7,0,185500,-1,185977
6568,201911,MAD20,143,A073070,Y,Y,3,3,165,230,1688,1640,1865
6569,201911,MAD20,143,A078130,Y,Y,4,3,144,178,5750,6360,6328
6570,201911,MAD20,143,A082800,Y,Y,3,3,1243,643,3201,3066,2132
6571,201911,MAD20,143,A084990,Y,Y,4,3,26,43,99230,97200,96907
6572,201911,MAD20,143,A150840,Y,Y,3,3,245,372,5400,3860,6165
6573,201911,MAD20,143,A200230,Y,Y,3,4,137,143,7900,7813,8470
6574,201911,MAD20,143,A336260,Y,Y,3,3,106,212,8135,8270,8238
6575,201911,MAD21,637,A000660,Y,Y,6,4,89,140,84420,83140,83194
6576,201911,MAD21,637,A005380,Y,Y,3,4,10,55,123000,121500,124055
6577,201911,MAD21,637,A005490,Y,Y,4,6,68,1188,212500,223000,223547
6578,201911,MAD21,637,A005930,Y,Y,18,20,330,3511,52900,52800,52144
6579,201911,MAD21,637,A006400,Y,Y,3,4,11,8,232750,236433,235490
6580,201911,MAD21,637,A008350,Y,Y,7,9,32060,34518,5014,5146,4053
6581,201911,MAD21,637,A008770,Y,Y,5,4,29,24,80400,83000,81810
6582,201911,MAD21,637,A009460,Y,Y,5,4,18331,25530,3200,3205,3031
6583,201911,MAD21,637,A010130,Y,N,3,0,6,0,431000,-1,423570
6584,201911,MAD21,637,A010950,Y,Y,3,5,173,117,96900,101500,96141
6585,201911,MAD21,637,A011170,Y,Y,4,3,49,67,229000,220000,223188
6586,201911,MAD21,637,A017670,Y,Y,3,4,403,907,235500,238500,242664
6587,201911,MAD21,637,A028300,Y,Y,4,7,40,66,137000,143600,141560
6588,201911,MAD21,637,A030200,N,Y,0,3,0,56,-1,27450,27173
6589,201911,MAD21,637,A033180,Y,Y,3,4,3215,3800,9619,9479,9303
6590,201911,MAD21,637,A035420,Y,Y,10,12,429,474,172000,176000,168127
6591,201911,MAD21,637,A035720,Y,Y,12,18,209,416,155000,154500,153334
6592,201911,MAD21,637,A035760,Y,Y,3,4,11,12,156100,168800,156664
6593,201911,MAD21,637,A036570,Y,Y,3,4,25,25,521545,523000,531788
6594,201911,MAD21,637,A039130,N,Y,0,3,0,48,-1,51100,49370
6595,201911,MAD21,637,A047810,Y,Y,4,4,150,31,38000,37550,38034
6596,201911,MAD21,637,A051900,Y,Y,3,3,24,25,1274000,1275000,1245912
6597,201911,MAD21,637,A051910,Y,Y,6,7,6,40,313077,305000,313090
6598,201911,MAD21,637,A064350,Y,Y,4,3,174,496,16450,16400,15993
6599,201911,MAD21,637,A084680,Y,Y,4,3,67,154,6050,5623,5537
6600,201911,MAD21,637,A084990,Y,Y,3,3,63,63,100600,98600,96907
6601,201911,MAD21,637,A090430,Y,Y,3,4,6,65,192500,188500,189765
6602,201911,MAD21,637,A122870,Y,Y,4,3,39,38,26500,26876,25464
6603,201911,MAD21,637,A139480,Y,Y,4,5,125,153,131000,130000,127324
6604,201911,MAD21,637,A200230,Y,Y,4,5,144,159,8436,9008,8470
6605,201911,MAD21,637,A205500,Y,Y,3,3,4998,6238,1700,1555,1607
6606,201911,MAD21,637,A215600,Y,Y,4,3,63,169,18383,16600,17664
6607,201911,MAD21,637,A218410,Y,Y,4,3,28,43,35655,35800,35096
6608,201911,MAD21,637,A253450,Y,Y,4,4,143,53,79750,79900,78402
6609,201911,MAD21,637,A272210,Y,Y,3,3,2631,1669,10400,10450,11171
6610,201911,MAD21,637,A294870,Y,Y,4,4,95,99,32500,31250,30064
6611,201911,MAD22,97,A020560,Y,Y,3,4,7574,2596,6090,6580,5776
6612,201911,MAD22,97,A028300,Y,Y,9,7,494,727,140719,141427,141560
6613,201911,MAD22,97,A033180,Y,Y,4,5,287,305,9450,9300,9303
6614,201911,MAD22,97,A067630,Y,Y,3,4,402,3445,31656,29926,29355
6615,201911,MAD22,97,A068270,Y,Y,5,3,91,52,177000,185109,185977
6616,201911,MAD22,97,A084990,Y,Y,4,4,419,550,98311,99213,96907
6617,201911,MAD22,97,A140410,Y,Y,5,4,365,250,175318,186580,190964
6618,201911,MAD22,97,A150840,Y,Y,3,3,4026,8462,7267,4006,6165
6619,201911,MAD22,97,A215600,Y,Y,4,3,266,270,17649,18250,17664
6620,201911,MAD22,97,A263750,Y,Y,3,3,66,100,193699,206243,194571
