기준년월,그룹내고객수,매수고객수,거래량,거래금액_만원단위,평균가격,직전달TOP3여부,그룹번호,종목번호,표준산업구분코드_대분류,표준산업구분코드_중분류,표준산업구분코드_소분류,시장구분
201910,152,3,617534.4761904762,11579458.42857143,187511.12488494953,1,11,78,9,19,9,1
201910,253,0,617534.4761904762,11579458.42857143,187511.12488494953,1,13,78,9,19,9,1
201910,286,0,617534.4761904762,11579458.42857143,187511.12488494953,1,16,78,9,19,9,1
201910,545,8,617534.4761904762,11579458.42857143,187511.12488494953,1,17,78,9,19,9,1
201910,637,7,617534.4761904762,11579458.42857143,187511.12488494953,1,20,78,9,19,9,1
201910,97,4,617534.4761904762,11579458.42857143,187511.12488494953,1,21,78,9,19,9,1
201910,1724,10,617534.4761904762,11579458.42857143,187511.12488494953,1,22,78,9,19,9,1
201910,769,4,617534.4761904762,11579458.42857143,187511.12488494953,1,34,78,9,19,9,1
201910,366,5,617534.4761904762,11579458.42857143,187511.12488494953,1,36,78,9,19,9,1
201910,608,9,617534.4761904762,11579458.42857143,187511.12488494953,1,37,78,9,19,9,1
201910,91,0,617534.4761904762,11579458.42857143,187511.12488494953,1,38,78,9,19,9,1
201910,932,14,617534.4761904762,11579458.42857143,187511.12488494953,1,40,78,9,19,9,1
201910,444,3,617534.4761904762,11579458.42857143,187511.12488494953,1,41,78,9,19,9,1
201910,2879,18,617534.4761904762,11579458.42857143,187511.12488494953,1,42,78,9,19,9,1
201910,684,4,617534.4761904762,11579458.42857143,187511.12488494953,1,45,78,9,19,9,1
201910,244,3,617534.4761904762,11579458.42857143,187511.12488494953,1,46,78,9,19,9,1
201910,250,5,1556205.8571428568,3831983.047619048,24623.88269540665,0,2,89,9,19,9,0
201910,890,7,1556205.8571428568,3831983.047619048,24623.88269540665,0,4,89,9,19,9,0
201910,1615,11,1556205.8571428568,3831983.047619048,24623.88269540665,0,5,89,9,19,9,0
201910,1724,7,1556205.8571428568,3831983.047619048,24623.88269540665,0,22,89,9,19,9,0
201910,769,5,1556205.8571428568,3831983.047619048,24623.88269540665,0,34,89,9,19,9,0
201910,251,3,1556205.8571428568,3831983.047619048,24623.88269540665,0,35,89,9,19,9,0
201910,608,5,1556205.8571428568,3831983.047619048,24623.88269540665,0,37,89,9,19,9,0
201910,932,24,1556205.8571428568,3831983.047619048,24623.88269540665,0,40,89,9,19,9,0
201910,444,7,1556205.8571428568,3831983.047619048,24623.88269540665,0,41,89,9,19,9,0
201910,776,3,555258.9523809524,6888293.80952381,124055.52004135695,1,3,16,9,22,37,1
201910,1615,18,555258.9523809524,6888293.80952381,124055.52004135695,1,5,16,9,22,37,1
201910,634,6,555258.9523809524,6888293.80952381,124055.52004135695,1,8,16,9,22,37,1
201910,253,9,555258.9523809524,6888293.80952381,124055.52004135695,1,13,16,9,22,37,1
201910,286,9,555258.9523809524,6888293.80952381,124055.52004135695,1,16,16,9,22,37,1
201910,637,5,555258.9523809524,6888293.80952381,124055.52004135695,1,20,16,9,22,37,1
201910,1724,27,555258.9523809524,6888293.80952381,124055.52004135695,1,22,16,9,22,37,1
201910,769,20,555258.9523809524,6888293.80952381,124055.52004135695,1,34,16,9,22,37,1
201910,2879,39,555258.9523809524,6888293.80952381,124055.52004135695,1,42,16,9,22,37,1
201910,684,12,555258.9523809524,6888293.80952381,124055.52004135695,1,45,16,9,22,37,1
201910,776,5,1060575.3809523808,771652.0,7275.7864632598585,1,3,19,3,4,6,1
201910,1615,6,1060575.3809523808,771652.0,7275.7864632598585,1,5,19,3,4,6,1
201910,175,7,1060575.3809523808,771652.0,7275.7864632598585,1,10,19,3,4,6,1
201910,152,5,1060575.3809523808,771652.0,7275.7864632598585,1,11,19,3,4,6,1
201910,286,3,1060575.3809523808,771652.0,7275.7864632598585,1,16,19,3,4,6,1
201910,545,4,1060575.3809523808,771652.0,7275.7864632598585,1,17,19,3,4,6,1
201910,1724,8,1060575.3809523808,771652.0,7275.7864632598585,1,22,19,3,4,6,1
201910,932,0,1060575.3809523808,771652.0,7275.7864632598585,1,40,19,3,4,6,1
201910,2879,8,1060575.3809523808,771652.0,7275.7864632598585,1,42,19,3,4,6,1
201910,264,10,1060575.3809523808,771652.0,7275.7864632598585,1,43,19,3,4,6,1
201910,684,12,1060575.3809523808,771652.0,7275.7864632598585,1,45,19,3,4,6,1
201910,776,3,2413841.4761904757,1885836.0,7812.592577438952,1,3,28,9,8,25,1
201910,890,5,2413841.4761904757,1885836.0,7812.592577438952,1,4,28,9,8,25,1
201910,1615,9,2413841.4761904757,1885836.0,7812.592577438952,1,5,28,9,8,25,1
201910,152,4,2413841.4761904757,1885836.0,7812.592577438952,1,11,28,9,8,25,1
201910,253,10,2413841.4761904757,1885836.0,7812.592577438952,1,13,28,9,8,25,1
201910,1724,4,2413841.4761904757,1885836.0,7812.592577438952,1,22,28,9,8,25,1
201910,769,15,2413841.4761904757,1885836.0,7812.592577438952,1,34,28,9,8,25,1
201910,608,3,2413841.4761904757,1885836.0,7812.592577438952,1,37,28,9,8,25,1
201910,2879,20,2413841.4761904757,1885836.0,7812.592577438952,1,42,28,9,8,25,1
201910,684,9,2413841.4761904757,1885836.0,7812.592577438952,1,45,28,9,8,25,1
201910,244,5,2413841.4761904757,1885836.0,7812.592577438952,1,46,28,9,8,25,1
201910,776,3,500004.9047619047,1345021.3809523808,26900.163741250923,1,3,47,8,17,41,1
201910,776,4,412007.9523809524,5623806.476190477,136497.52252817128,1,3,55,8,27,38,1
201910,890,13,412007.9523809524,5623806.476190477,136497.52252817128,1,4,55,8,27,38,1
201910,1615,23,412007.9523809524,5623806.476190477,136497.52252817128,1,5,55,8,27,38,1
201910,634,7,412007.9523809524,5623806.476190477,136497.52252817128,1,8,55,8,27,38,1
201910,545,5,412007.9523809524,5623806.476190477,136497.52252817128,1,17,55,8,27,38,1
201910,140,0,412007.9523809524,5623806.476190477,136497.52252817128,1,18,55,8,27,38,1
201910,637,4,412007.9523809524,5623806.476190477,136497.52252817128,1,20,55,8,27,38,1
201910,1724,16,412007.9523809524,5623806.476190477,136497.52252817128,1,22,55,8,27,38,1
201910,249,4,412007.9523809524,5623806.476190477,136497.52252817128,1,25,55,8,27,38,1
201910,150,0,412007.9523809524,5623806.476190477,136497.52252817128,1,31,55,8,27,38,1
201910,769,12,412007.9523809524,5623806.476190477,136497.52252817128,1,34,55,8,27,38,1
201910,608,6,412007.9523809524,5623806.476190477,136497.52252817128,1,37,55,8,27,38,1
201910,2879,41,412007.9523809524,5623806.476190477,136497.52252817128,1,42,55,8,27,38,1
201910,204,3,412007.9523809524,5623806.476190477,136497.52252817128,1,44,55,8,27,38,1
201910,684,8,412007.9523809524,5623806.476190477,136497.52252817128,1,45,55,8,27,38,1
201910,776,3,57574.57142857143,2984377.476190476,518349.9246525832,0,3,57,8,29,26,1
201910,1615,5,57574.57142857143,2984377.476190476,518349.9246525832,0,5,57,8,29,26,1
201910,1724,7,57574.57142857143,2984377.476190476,518349.9246525832,0,22,57,8,29,26,1
201910,684,4,57574.57142857143,2984377.476190476,518349.9246525832,0,45,57,8,29,26,1
201910,776,5,193120.61904761905,5795433.571428573,300093.9827144792,1,3,69,9,35,10,1
201910,890,6,193120.61904761905,5795433.571428573,300093.9827144792,1,4,69,9,35,10,1
201910,1615,20,193120.61904761905,5795433.571428573,300093.9827144792,1,5,69,9,35,10,1
201910,175,5,193120.61904761905,5795433.571428573,300093.9827144792,1,10,69,9,35,10,1
201910,167,3,193120.61904761905,5795433.571428573,300093.9827144792,1,12,69,9,35,10,1
201910,253,4,193120.61904761905,5795433.571428573,300093.9827144792,1,13,69,9,35,10,1
201910,286,10,193120.61904761905,5795433.571428573,300093.9827144792,1,16,69,9,35,10,1
201910,545,14,193120.61904761905,5795433.571428573,300093.9827144792,1,17,69,9,35,10,1
201910,637,7,193120.61904761905,5795433.571428573,300093.9827144792,1,20,69,9,35,10,1
201910,1724,33,193120.61904761905,5795433.571428573,300093.9827144792,1,22,69,9,35,10,1
201910,153,5,193120.61904761905,5795433.571428573,300093.9827144792,1,26,69,9,35,10,1
201910,769,11,193120.61904761905,5795433.571428573,300093.9827144792,1,34,69,9,35,10,1
201910,366,3,193120.61904761905,5795433.571428573,300093.9827144792,1,36,69,9,35,10,1
201910,608,11,193120.61904761905,5795433.571428573,300093.9827144792,1,37,69,9,35,10,1
201910,932,3,193120.61904761905,5795433.571428573,300093.9827144792,1,40,69,9,35,10,1
201910,2879,29,193120.61904761905,5795433.571428573,300093.9827144792,1,42,69,9,35,10,1
201910,264,6,193120.61904761905,5795433.571428573,300093.9827144792,1,43,69,9,35,10,1
201910,684,10,193120.61904761905,5795433.571428573,300093.9827144792,1,45,69,9,35,10,1
201910,163,5,193120.61904761905,5795433.571428573,300093.9827144792,1,47,69,9,35,10,1
201910,776,3,322289.33333333326,5248111.0,162838.49501689992,0,3,84,9,21,15,1
201910,890,4,322289.33333333326,5248111.0,162838.49501689992,0,4,84,9,21,15,1
201910,1615,4,322289.33333333326,5248111.0,162838.49501689992,0,5,84,9,21,15,1
201910,634,5,322289.33333333326,5248111.0,162838.49501689992,0,8,84,9,21,15,1
201910,545,7,322289.33333333326,5248111.0,162838.49501689992,0,17,84,9,21,15,1
201910,637,4,322289.33333333326,5248111.0,162838.49501689992,0,20,84,9,21,15,1
201910,1724,26,322289.33333333326,5248111.0,162838.49501689992,0,22,84,9,21,15,1
201910,769,4,322289.33333333326,5248111.0,162838.49501689992,0,34,84,9,21,15,1
201910,366,3,322289.33333333326,5248111.0,162838.49501689992,0,36,84,9,21,15,1
201910,444,0,322289.33333333326,5248111.0,162838.49501689992,0,41,84,9,21,15,1
201910,2879,6,322289.33333333326,5248111.0,162838.49501689992,0,42,84,9,21,15,1
201910,684,3,322289.33333333326,5248111.0,162838.49501689992,0,45,84,9,21,15,1
201910,776,6,1363586.333333333,7461583.619047618,54720.287499563914,1,3,85,4,10,14,0
201910,890,7,1363586.333333333,7461583.619047618,54720.287499563914,1,4,85,4,10,14,0
201910,1615,10,1363586.333333333,7461583.619047618,54720.287499563914,1,5,85,4,10,14,0
201910,175,0,1363586.333333333,7461583.619047618,54720.287499563914,1,10,85,4,10,14,0
201910,167,0,1363586.333333333,7461583.619047618,54720.287499563914,1,12,85,4,10,14,0
201910,1724,15,1363586.333333333,7461583.619047618,54720.287499563914,1,22,85,4,10,14,0
201910,769,3,1363586.333333333,7461583.619047618,54720.287499563914,1,34,85,4,10,14,0
201910,366,3,1363586.333333333,7461583.619047618,54720.287499563914,1,36,85,4,10,14,0
201910,608,3,1363586.333333333,7461583.619047618,54720.287499563914,1,37,85,4,10,14,0
201910,932,7,1363586.333333333,7461583.619047618,54720.287499563914,1,40,85,4,10,14,0
201910,2879,8,1363586.333333333,7461583.619047618,54720.287499563914,1,42,85,4,10,14,0
201910,684,5,1363586.333333333,7461583.619047618,54720.287499563914,1,45,85,4,10,14,0
201910,776,4,10190547.476190476,3964205.857142857,3890.0813390104468,0,3,96,2,2,34,0
201910,890,5,10190547.476190476,3964205.857142857,3890.0813390104468,0,4,96,2,2,34,0
201910,1615,6,10190547.476190476,3964205.857142857,3890.0813390104468,0,5,96,2,2,34,0
201910,386,4,10190547.476190476,3964205.857142857,3890.0813390104468,0,7,96,2,2,34,0
201910,634,3,10190547.476190476,3964205.857142857,3890.0813390104468,0,8,96,2,2,34,0
201910,545,3,10190547.476190476,3964205.857142857,3890.0813390104468,0,17,96,2,2,34,0
201910,150,4,10190547.476190476,3964205.857142857,3890.0813390104468,0,31,96,2,2,34,0
201910,769,4,10190547.476190476,3964205.857142857,3890.0813390104468,0,34,96,2,2,34,0
201910,366,3,10190547.476190476,3964205.857142857,3890.0813390104468,0,36,96,2,2,34,0
201910,608,6,10190547.476190476,3964205.857142857,3890.0813390104468,0,37,96,2,2,34,0
201910,932,9,10190547.476190476,3964205.857142857,3890.0813390104468,0,40,96,2,2,34,0
201910,2879,4,10190547.476190476,3964205.857142857,3890.0813390104468,0,42,96,2,2,34,0
201910,776,4,8807767.666666666,12093265.666666664,13730.227822009987,0,3,130,8,16,29,0
201910,890,4,8807767.666666666,12093265.666666664,13730.227822009987,0,4,130,8,16,29,0
201910,1615,4,8807767.666666666,12093265.666666664,13730.227822009987,0,5,130,8,16,29,0
201910,932,5,8807767.666666666,12093265.666666664,13730.227822009987,0,40,130,8,16,29,0
201910,2879,5,8807767.666666666,12093265.666666664,13730.227822009987,0,42,130,8,16,29,0
201910,684,3,8807767.666666666,12093265.666666664,13730.227822009987,0,45,130,8,16,29,0
201910,776,5,6790454.833333332,8092285.0,11917.147228895736,0,3,131,9,9,5,0
201910,1724,0,6790454.833333332,8092285.0,11917.147228895736,0,22,131,9,9,5,0
201910,932,5,6790454.833333332,8092285.0,11917.147228895736,0,40,131,9,9,5,0
201910,444,4,6790454.833333332,8092285.0,11917.147228895736,0,41,131,9,9,5,0
201910,2879,6,6790454.833333332,8092285.0,11917.147228895736,0,42,131,9,9,5,0
201910,684,3,6790454.833333332,8092285.0,11917.147228895736,0,45,131,9,9,5,0
201910,890,0,221795.47619047613,2246149.047619048,101271.18398438717,1,4,31,9,31,24,1
201910,1615,4,221795.47619047613,2246149.047619048,101271.18398438717,1,5,31,9,31,24,1
201910,634,0,221795.47619047613,2246149.047619048,101271.18398438717,1,8,31,9,31,24,1
201910,286,6,221795.47619047613,2246149.047619048,101271.18398438717,1,16,31,9,31,24,1
201910,1724,0,221795.47619047613,2246149.047619048,101271.18398438717,1,22,31,9,31,24,1
201910,2879,3,221795.47619047613,2246149.047619048,101271.18398438717,1,42,31,9,31,24,1
201910,264,3,221795.47619047613,2246149.047619048,101271.18398438717,1,43,31,9,31,24,1
201910,684,4,221795.47619047613,2246149.047619048,101271.18398438717,1,45,31,9,31,24,1
201910,890,3,1076671.857142857,2756486.4285714286,25601.91770857894,1,4,37,6,23,42,1
201910,1615,4,1076671.857142857,2756486.4285714286,25601.91770857894,1,5,37,6,23,42,1
201910,167,4,1076671.857142857,2756486.4285714286,25601.91770857894,1,12,37,6,23,42,1
201910,253,12,1076671.857142857,2756486.4285714286,25601.91770857894,1,13,37,6,23,42,1
201910,545,4,1076671.857142857,2756486.4285714286,25601.91770857894,1,17,37,6,23,42,1
201910,637,3,1076671.857142857,2756486.4285714286,25601.91770857894,1,20,37,6,23,42,1
201910,1724,7,1076671.857142857,2756486.4285714286,25601.91770857894,1,22,37,6,23,42,1
201910,91,9,1076671.857142857,2756486.4285714286,25601.91770857894,1,38,37,6,23,42,1
201910,2879,10,1076671.857142857,2756486.4285714286,25601.91770857894,1,42,37,6,23,42,1
201910,684,3,1076671.857142857,2756486.4285714286,25601.91770857894,1,45,37,6,23,42,1
201910,890,3,345413.4761904762,5371738.523809523,155516.18260682197,1,4,54,8,27,38,1
201910,1615,9,345413.4761904762,5371738.523809523,155516.18260682197,1,5,54,8,27,38,1
201910,286,3,345413.4761904762,5371738.523809523,155516.18260682197,1,16,54,8,27,38,1
201910,637,9,345413.4761904762,5371738.523809523,155516.18260682197,1,20,54,8,27,38,1
201910,1724,8,345413.4761904762,5371738.523809523,155516.18260682197,1,22,54,8,27,38,1
201910,769,3,345413.4761904762,5371738.523809523,155516.18260682197,1,34,54,8,27,38,1
201910,608,0,345413.4761904762,5371738.523809523,155516.18260682197,1,37,54,8,27,38,1
201910,2879,21,345413.4761904762,5371738.523809523,155516.18260682197,1,42,54,8,27,38,1
201910,684,4,345413.4761904762,5371738.523809523,155516.18260682197,1,45,54,8,27,38,1
201910,890,5,670389.1904761904,2737444.4761904757,40833.66073140314,0,4,111,9,32,49,0
201910,1615,9,670389.1904761904,2737444.4761904757,40833.66073140314,0,5,111,9,32,49,0
201910,1724,3,670389.1904761904,2737444.4761904757,40833.66073140314,0,22,111,9,32,49,0
201910,150,5,670389.1904761904,2737444.4761904757,40833.66073140314,0,31,111,9,32,49,0
201910,608,3,670389.1904761904,2737444.4761904757,40833.66073140314,0,37,111,9,32,49,0
201910,2879,4,670389.1904761904,2737444.4761904757,40833.66073140314,0,42,111,9,32,49,0
201910,1615,4,30630.904761904767,687451.0952380953,224430.55488621048,0,5,0,9,19,33,1
201910,637,0,30630.904761904767,687451.0952380953,224430.55488621048,0,20,0,9,19,33,1
201910,1615,5,398111.7619047619,1391684.1904761905,34957.12319117855,0,5,12,9,0,0,1
201910,1724,7,398111.7619047619,1391684.1904761905,34957.12319117855,0,22,12,9,0,0,1
201910,769,4,398111.7619047619,1391684.1904761905,34957.12319117855,0,34,12,9,0,0,1
201910,1615,3,96482.23809523806,74798.47619047617,7752.564375283484,0,5,36,9,21,15,0
201910,1615,6,124498.09523809525,2944409.809523809,236502.3982007757,1,5,38,8,17,41,1
201910,106,3,124498.09523809525,2944409.809523809,236502.3982007757,1,9,38,8,17,41,1
201910,1724,6,124498.09523809525,2944409.809523809,236502.3982007757,1,22,38,8,17,41,1
201910,2879,9,124498.09523809525,2944409.809523809,236502.3982007757,1,42,38,8,17,41,1
201910,684,3,124498.09523809525,2944409.809523809,236502.3982007757,1,45,38,8,17,41,1
201910,244,12,124498.09523809525,2944409.809523809,236502.3982007757,1,46,38,8,17,41,1
201910,1615,0,221584.1428571429,5312984.9523809515,239772.79618814052,1,5,53,3,5,11,1
201910,153,3,221584.1428571429,5312984.9523809515,239772.79618814052,1,26,53,3,5,11,1
201910,320,0,221584.1428571429,5312984.9523809515,239772.79618814052,1,32,53,3,5,11,1
201910,264,4,221584.1428571429,5312984.9523809515,239772.79618814052,1,43,53,3,5,11,1
201910,1615,0,463432.7142857143,335066.14285714284,7230.092579320345,0,5,58,9,7,50,0
201910,1615,0,619160.8095238096,757313.9523809523,12231.29663137748,0,5,60,8,30,47,0
201910,1615,3,1159291.0476190476,810871.2857142857,6994.544531156809,0,5,62,4,10,14,0
201910,608,3,1159291.0476190476,810871.2857142857,6994.544531156809,0,37,62,4,10,14,0
201910,932,5,1159291.0476190476,810871.2857142857,6994.544531156809,0,40,62,4,10,14,0
201910,444,3,1159291.0476190476,810871.2857142857,6994.544531156809,0,41,62,4,10,14,0
201910,1615,5,8495874.285714285,1037203.3333333336,1220.8317807590195,0,5,73,8,11,48,0
201910,608,3,8495874.285714285,1037203.3333333336,1220.8317807590195,0,37,73,8,11,48,0
201910,932,6,8495874.285714285,1037203.3333333336,1220.8317807590195,0,40,73,8,11,48,0
201910,1615,3,814724.0476190477,1601255.1904761903,19653.957621058373,0,5,79,9,7,50,0
201910,386,5,814724.0476190477,1601255.1904761903,19653.957621058373,0,7,79,9,7,50,0
201910,932,7,814724.0476190477,1601255.1904761903,19653.957621058373,0,40,79,9,7,50,0
201910,2879,4,814724.0476190477,1601255.1904761903,19653.957621058373,0,42,79,9,7,50,0
201910,1615,3,291123.2857142857,564859.7142857143,19402.76652552208,0,5,80,9,21,15,0
201910,2879,3,291123.2857142857,564859.7142857143,19402.76652552208,0,42,80,9,21,15,0
201910,1615,5,178705.23809523808,2918401.9523809524,163308.1371025978,1,5,88,9,31,24,1
201910,286,9,178705.23809523808,2918401.9523809524,163308.1371025978,1,16,88,9,31,24,1
201910,545,4,178705.23809523808,2918401.9523809524,163308.1371025978,1,17,88,9,31,24,1
201910,1724,5,178705.23809523808,2918401.9523809524,163308.1371025978,1,22,88,9,31,24,1
201910,608,4,178705.23809523808,2918401.9523809524,163308.1371025978,1,37,88,9,31,24,1
201910,684,6,178705.23809523808,2918401.9523809524,163308.1371025978,1,45,88,9,31,24,1
201910,244,4,178705.23809523808,2918401.9523809524,163308.1371025978,1,46,88,9,31,24,1
201910,386,4,1514678.761904762,674518.8095238096,4453.213621847964,0,7,15,4,10,22,1
201910,932,4,1514678.761904762,674518.8095238096,4453.213621847964,0,40,15,4,10,22,1
201910,386,3,1713783.2857142857,902928.5238095238,5268.627202378118,0,7,109,9,24,13,0
201910,150,3,1713783.2857142857,902928.5238095238,5268.627202378118,0,31,109,9,24,13,0
201910,932,6,1713783.2857142857,902928.5238095238,5268.627202378118,0,40,109,9,24,13,0
201910,2879,3,1713783.2857142857,902928.5238095238,5268.627202378118,0,42,109,9,24,13,0
201910,286,3,550086.5714285715,948327.2857142857,17239.600727781548,0,16,27,9,35,10,1
201910,1724,8,550086.5714285715,948327.2857142857,17239.600727781548,0,22,27,9,35,10,1
201910,2879,7,550086.5714285715,948327.2857142857,17239.600727781548,0,42,27,9,35,10,1
201910,684,3,550086.5714285715,948327.2857142857,17239.600727781548,0,45,27,9,35,10,1
201910,545,4,937206.4761904762,1020837.1428571428,10892.33982896283,0,17,24,9,32,44,1
201910,545,3,62650.95238095236,791524.5714285716,126338.79316241914,0,17,42,4,13,45,1
201910,1724,3,449760.85714285716,1099772.3809523808,24452.380937255763,1,22,11,5,34,53,1
201910,320,5,449760.85714285716,1099772.3809523808,24452.380937255763,1,32,11,5,34,53,1
201910,769,7,449760.85714285716,1099772.3809523808,24452.380937255763,1,34,11,5,34,53,1
201910,2879,7,449760.85714285716,1099772.3809523808,24452.380937255763,1,42,11,5,34,53,1
201910,684,3,449760.85714285716,1099772.3809523808,24452.380937255763,1,45,11,5,34,53,1
201910,1724,6,164355.19047619047,683167.8571428572,41566.55200018311,0,22,25,3,5,11,1
201910,2879,3,164355.19047619047,683167.8571428572,41566.55200018311,0,42,25,3,5,11,1
201910,1724,3,259210.42857142852,2236221.1428571427,86270.4928648704,0,22,41,0,6,4,1
201910,932,4,259210.42857142852,2236221.1428571427,86270.4928648704,0,40,41,0,6,4,1
201910,684,3,259210.42857142852,2236221.1428571427,86270.4928648704,0,45,41,0,6,4,1
201910,1724,3,7843563.095238095,849967.5714285716,1083.649817191622,0,22,44,9,32,28,0
201910,932,3,7843563.095238095,849967.5714285716,1083.649817191622,0,40,44,9,32,28,0
201910,1724,5,5257610.3809523815,1632490.0476190476,3105.0038502916473,0,22,56,9,26,19,0
201910,115,3,5257610.3809523815,1632490.0476190476,3105.0038502916473,0,28,56,9,26,19,0
201910,150,4,5257610.3809523815,1632490.0476190476,3105.0038502916473,0,31,56,9,26,19,0
201910,932,3,5257610.3809523815,1632490.0476190476,3105.0038502916473,0,40,56,9,26,19,0
201910,150,3,2579480.9523809524,451431.5714285714,1750.0868576365494,0,31,66,9,7,50,0
201910,932,3,2579480.9523809524,451431.5714285714,1750.0868576365494,0,40,66,9,7,50,0
201910,150,3,429156.2857142858,697688.6190476189,16257.215431119443,0,31,101,9,26,19,0
201910,769,3,838300.8095238096,3565662.4285714286,42534.402783135534,1,34,90,3,5,11,1
201910,2879,4,838300.8095238096,3565662.4285714286,42534.402783135534,1,42,90,3,5,11,1
201910,264,8,838300.8095238096,3565662.4285714286,42534.402783135534,1,43,90,3,5,11,1
201910,684,4,838300.8095238096,3565662.4285714286,42534.402783135534,1,45,90,3,5,11,1
201910,769,0,22304.857142857134,104133.33333333331,46686.39331172797,0,34,126,9,21,52,1
201910,608,3,3562120.619047619,716661.4285714284,2011.895455586896,0,37,105,9,7,50,0
201910,932,6,3562120.619047619,716661.4285714284,2011.895455586896,0,40,105,9,7,50,0
201910,932,3,66331.33333333331,205208.19047619047,30936.840881060307,0,40,4,9,21,15,1
201910,932,3,837764.380952381,256358.9523809524,3060.0364280171507,0,40,32,9,14,12,1
201910,932,5,800396.1428571428,554656.6666666665,6929.776856329298,0,40,34,9,22,36,0
201910,2879,5,800396.1428571428,554656.6666666665,6929.776856329298,0,42,34,9,22,36,0
201910,932,3,2719517.8571428573,300226.14285714284,1103.968271686814,0,40,51,9,26,19,0
201910,932,6,287805.95238095237,393450.0,13670.669308437813,0,40,77,9,19,33,0
201910,932,6,26173343.76190476,602751.0,230.29193575079339,0,40,104,8,29,26,0
201910,932,4,779413.7619047619,798390.380952381,10243.472978989275,0,40,110,9,19,9,0
201910,932,5,963030.7142857143,259683.23809523808,2696.520829949299,0,40,113,9,21,15,0
201910,932,3,1512868.238095238,915396.2857142857,6050.7337166837915,0,40,118,8,27,38,0
201910,932,5,446513.8095238095,532517.3809523811,11926.112240969458,0,40,128,9,32,44,0
201910,932,5,430192.0952380953,370524.66666666674,8613.004998652872,0,40,129,3,5,11,0
201910,2879,3,334046.2857142857,561321.2857142857,16803.697862229525,0,42,5,9,26,19,1
201910,2879,0,92661.04761904762,557390.0,60153.64754902918,0,42,26,4,10,22,1
201910,2879,3,910990.619047619,1253100.4285714286,13755.3603996654,0,42,49,8,17,41,1
201910,2879,3,863015.2857142857,521360.66666666674,6041.15217073074,0,42,61,9,7,50,1
201910,2879,3,383240.09090909094,1712471.5454545454,44684.03974626872,0,42,100,8,29,26,0
201911,288,18,2173125.4285714286,18064515.19047619,83126.88698485048,1,0,3,9,26,19,1
201911,776,21,2173125.4285714286,18064515.19047619,83126.88698485048,1,3,3,9,26,19,1
201911,890,3,2173125.4285714286,18064515.19047619,83126.88698485048,1,4,3,9,26,19,1
201911,1615,33,2173125.4285714286,18064515.19047619,83126.88698485048,1,5,3,9,26,19,1
201911,634,6,2173125.4285714286,18064515.19047619,83126.88698485048,1,8,3,9,26,19,1
201911,175,4,2173125.4285714286,18064515.19047619,83126.88698485048,1,10,3,9,26,19,1
201911,253,3,2173125.4285714286,18064515.19047619,83126.88698485048,1,13,3,9,26,19,1
201911,286,11,2173125.4285714286,18064515.19047619,83126.88698485048,1,16,3,9,26,19,1
201911,545,15,2173125.4285714286,18064515.19047619,83126.88698485048,1,17,3,9,26,19,1
201911,637,6,2173125.4285714286,18064515.19047619,83126.88698485048,1,20,3,9,26,19,1
201911,1724,33,2173125.4285714286,18064515.19047619,83126.88698485048,1,22,3,9,26,19,1
201911,320,11,2173125.4285714286,18064515.19047619,83126.88698485048,1,32,3,9,26,19,1
201911,769,16,2173125.4285714286,18064515.19047619,83126.88698485048,1,34,3,9,26,19,1
201911,251,5,2173125.4285714286,18064515.19047619,83126.88698485048,1,35,3,9,26,19,1
201911,608,8,2173125.4285714286,18064515.19047619,83126.88698485048,1,37,3,9,26,19,1
201911,932,5,2173125.4285714286,18064515.19047619,83126.88698485048,1,40,3,9,26,19,1
201911,2879,57,2173125.4285714286,18064515.19047619,83126.88698485048,1,42,3,9,26,19,1
201911,264,7,2173125.4285714286,18064515.19047619,83126.88698485048,1,43,3,9,26,19,1
201911,684,12,2173125.4285714286,18064515.19047619,83126.88698485048,1,45,3,9,26,19,1
201911,163,5,2173125.4285714286,18064515.19047619,83126.88698485048,1,47,3,9,26,19,1
201911,288,26,10664599.61904762,55604752.80952381,52139.55966073997,1,0,17,9,32,49,1
201911,112,3,10664599.61904762,55604752.80952381,52139.55966073997,1,1,17,9,32,49,1
201911,776,49,10664599.61904762,55604752.80952381,52139.55966073997,1,3,17,9,32,49,1
201911,890,19,10664599.61904762,55604752.80952381,52139.55966073997,1,4,17,9,32,49,1
201911,1615,112,10664599.61904762,55604752.80952381,52139.55966073997,1,5,17,9,32,49,1
201911,86,5,10664599.61904762,55604752.80952381,52139.55966073997,1,6,17,9,32,49,1
201911,386,6,10664599.61904762,55604752.80952381,52139.55966073997,1,7,17,9,32,49,1
201911,634,26,10664599.61904762,55604752.80952381,52139.55966073997,1,8,17,9,32,49,1
201911,175,9,10664599.61904762,55604752.80952381,52139.55966073997,1,10,17,9,32,49,1
201911,152,4,10664599.61904762,55604752.80952381,52139.55966073997,1,11,17,9,32,49,1
201911,167,5,10664599.61904762,55604752.80952381,52139.55966073997,1,12,17,9,32,49,1
201911,253,11,10664599.61904762,55604752.80952381,52139.55966073997,1,13,17,9,32,49,1
201911,104,6,10664599.61904762,55604752.80952381,52139.55966073997,1,14,17,9,32,49,1
201911,102,3,10664599.61904762,55604752.80952381,52139.55966073997,1,15,17,9,32,49,1
201911,286,15,10664599.61904762,55604752.80952381,52139.55966073997,1,16,17,9,32,49,1
