그룹내고객수,거래량,거래금액_만원단위,평균가격,직전달TOP3여부,그룹번호,종목번호,표준산업구분코드_대분류,표준산업구분코드_중분류,표준산업구분코드_소분류,시장구분
82,56.137361039333584,63.26065442229048,0.70997394182925,0,39,59,9,32,44,0
86,56.137361039333584,63.26065442229048,0.70997394182925,0,6,59,9,32,44,0
288,0.4536349674998432,2.0652857045752286,2.718227710001351,0,0,64,9,12,16,1
776,0.4536349674998432,2.0652857045752286,2.718227710001351,0,3,64,9,12,16,1
890,0.4536349674998432,2.0652857045752286,2.718227710001351,0,4,64,9,12,16,1
1615,0.4536349674998432,2.0652857045752286,2.718227710001351,0,5,64,9,12,16,1
634,0.4536349674998432,2.0652857045752286,2.718227710001351,0,8,64,9,12,16,1
175,0.4536349674998432,2.0652857045752286,2.718227710001351,0,10,64,9,12,16,1
152,0.4536349674998432,2.0652857045752286,2.718227710001351,0,11,64,9,12,16,1
253,0.4536349674998432,2.0652857045752286,2.718227710001351,0,13,64,9,12,16,1
286,0.4536349674998432,2.0652857045752286,2.718227710001351,0,16,64,9,12,16,1
545,0.4536349674998432,2.0652857045752286,2.718227710001351,0,17,64,9,12,16,1
143,0.4536349674998432,2.0652857045752286,2.718227710001351,0,19,64,9,12,16,1
637,0.4536349674998432,2.0652857045752286,2.718227710001351,0,20,64,9,12,16,1
1724,0.4536349674998432,2.0652857045752286,2.718227710001351,0,22,64,9,12,16,1
249,0.4536349674998432,2.0652857045752286,2.718227710001351,0,25,64,9,12,16,1
153,0.4536349674998432,2.0652857045752286,2.718227710001351,0,26,64,9,12,16,1
320,0.4536349674998432,2.0652857045752286,2.718227710001351,0,32,64,9,12,16,1
769,0.4536349674998432,2.0652857045752286,2.718227710001351,0,34,64,9,12,16,1
251,0.4536349674998432,2.0652857045752286,2.718227710001351,0,35,64,9,12,16,1
366,0.4536349674998432,2.0652857045752286,2.718227710001351,0,36,64,9,12,16,1
608,0.4536349674998432,2.0652857045752286,2.718227710001351,0,37,64,9,12,16,1
932,0.4536349674998432,2.0652857045752286,2.718227710001351,0,40,64,9,12,16,1
2879,0.4536349674998432,2.0652857045752286,2.718227710001351,0,42,64,9,12,16,1
264,0.4536349674998432,2.0652857045752286,2.718227710001351,0,43,64,9,12,16,1
684,0.4536349674998432,2.0652857045752286,2.718227710001351,0,45,64,9,12,16,1
244,0.4536349674998432,2.0652857045752286,2.718227710001351,0,46,64,9,12,16,1
163,0.4536349674998432,2.0652857045752286,2.718227710001351,0,47,64,9,12,16,1
386,0.4536349674998432,2.0652857045752286,2.718227710001351,0,7,64,9,12,16,1
104,0.4536349674998432,2.0652857045752286,2.718227710001351,0,14,64,9,12,16,1
102,0.4536349674998432,2.0652857045752286,2.718227710001351,0,27,64,9,12,16,1
116,0.4536349674998432,2.0652857045752286,2.718227710001351,0,29,64,9,12,16,1
92,0.4536349674998432,2.0652857045752286,2.718227710001351,0,33,64,9,12,16,1
91,0.4536349674998432,2.0652857045752286,2.718227710001351,0,38,64,9,12,16,1
444,0.4536349674998432,2.0652857045752286,2.718227710001351,0,41,64,9,12,16,1
112,0.4536349674998432,2.0652857045752286,2.718227710001351,0,1,64,9,12,16,1
140,0.4536349674998432,2.0652857045752286,2.718227710001351,0,18,64,9,12,16,1
250,0.4536349674998432,2.0652857045752286,2.718227710001351,0,2,64,9,12,16,1
87,0.4536349674998432,2.0652857045752286,2.718227710001351,0,23,64,9,12,16,1
103,0.4536349674998432,2.0652857045752286,2.718227710001351,0,24,64,9,12,16,1
150,0.4536349674998432,2.0652857045752286,2.718227710001351,0,31,64,9,12,16,1
167,0.4536349674998432,2.0652857045752286,2.718227710001351,0,12,64,9,12,16,1
97,0.4536349674998432,2.0652857045752286,2.718227710001351,0,21,64,9,12,16,1
102,0.4536349674998432,2.0652857045752286,2.718227710001351,0,15,64,9,12,16,1
84,0.4536349674998432,2.0652857045752286,2.718227710001351,0,30,64,9,12,16,1
115,0.4536349674998432,2.0652857045752286,2.718227710001351,0,28,64,9,12,16,1
204,0.4536349674998432,2.0652857045752286,2.718227710001351,0,44,64,9,12,16,1
106,0.4536349674998432,2.0652857045752286,2.718227710001351,0,9,64,9,12,16,1
82,0.4536349674998432,2.0652857045752286,2.718227710001351,0,39,64,9,12,16,1
86,0.4536349674998432,2.0652857045752286,2.718227710001351,0,6,64,9,12,16,1
288,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,0,69,9,35,10,1
776,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,3,69,9,35,10,1
890,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,4,69,9,35,10,1
1615,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,5,69,9,35,10,1
634,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,8,69,9,35,10,1
175,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,10,69,9,35,10,1
152,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,11,69,9,35,10,1
253,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,13,69,9,35,10,1
286,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,16,69,9,35,10,1
545,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,17,69,9,35,10,1
143,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,19,69,9,35,10,1
637,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,20,69,9,35,10,1
1724,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,22,69,9,35,10,1
249,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,25,69,9,35,10,1
153,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,26,69,9,35,10,1
320,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,32,69,9,35,10,1
769,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,34,69,9,35,10,1
251,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,35,69,9,35,10,1
366,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,36,69,9,35,10,1
608,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,37,69,9,35,10,1
932,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,40,69,9,35,10,1
2879,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,42,69,9,35,10,1
264,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,43,69,9,35,10,1
684,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,45,69,9,35,10,1
244,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,46,69,9,35,10,1
163,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,47,69,9,35,10,1
386,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,7,69,9,35,10,1
104,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,14,69,9,35,10,1
102,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,27,69,9,35,10,1
116,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,29,69,9,35,10,1
92,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,33,69,9,35,10,1
91,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,38,69,9,35,10,1
444,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,41,69,9,35,10,1
112,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,1,69,9,35,10,1
140,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,18,69,9,35,10,1
250,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,2,69,9,35,10,1
87,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,23,69,9,35,10,1
103,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,24,69,9,35,10,1
150,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,31,69,9,35,10,1
167,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,12,69,9,35,10,1
97,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,21,69,9,35,10,1
102,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,15,69,9,35,10,1
84,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,30,69,9,35,10,1
115,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,28,69,9,35,10,1
204,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,44,69,9,35,10,1
106,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,9,69,9,35,10,1
82,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,39,69,9,35,10,1
86,0.33234594750820784,0.10197079590827589,0.24481903542683833,1,6,69,9,35,10,1
288,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,0,78,9,19,9,1
776,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,3,78,9,19,9,1
890,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,4,78,9,19,9,1
1615,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,5,78,9,19,9,1
634,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,8,78,9,19,9,1
175,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,10,78,9,19,9,1
152,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,11,78,9,19,9,1
253,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,13,78,9,19,9,1
286,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,16,78,9,19,9,1
545,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,17,78,9,19,9,1
143,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,19,78,9,19,9,1
637,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,20,78,9,19,9,1
1724,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,22,78,9,19,9,1
249,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,25,78,9,19,9,1
153,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,26,78,9,19,9,1
320,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,32,78,9,19,9,1
769,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,34,78,9,19,9,1
251,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,35,78,9,19,9,1
366,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,36,78,9,19,9,1
608,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,37,78,9,19,9,1
932,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,40,78,9,19,9,1
2879,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,42,78,9,19,9,1
264,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,43,78,9,19,9,1
684,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,45,78,9,19,9,1
244,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,46,78,9,19,9,1
163,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,47,78,9,19,9,1
386,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,7,78,9,19,9,1
104,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,14,78,9,19,9,1
102,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,27,78,9,19,9,1
116,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,29,78,9,19,9,1
92,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,33,78,9,19,9,1
91,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,38,78,9,19,9,1
444,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,41,78,9,19,9,1
112,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,1,78,9,19,9,1
140,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,18,78,9,19,9,1
250,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,2,78,9,19,9,1
87,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,23,78,9,19,9,1
103,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,24,78,9,19,9,1
150,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,31,78,9,19,9,1
167,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,12,78,9,19,9,1
97,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,21,78,9,19,9,1
102,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,15,78,9,19,9,1
84,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,30,78,9,19,9,1
115,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,28,78,9,19,9,1
204,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,44,78,9,19,9,1
106,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,9,78,9,19,9,1
82,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,39,78,9,19,9,1
86,192.5459000364804,4.1811803195525705,-0.17869208920601562,1,6,78,9,19,9,1
288,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,0,85,4,10,14,0
776,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,3,85,4,10,14,0
890,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,4,85,4,10,14,0
1615,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,5,85,4,10,14,0
634,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,8,85,4,10,14,0
175,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,10,85,4,10,14,0
152,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,11,85,4,10,14,0
253,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,13,85,4,10,14,0
286,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,16,85,4,10,14,0
545,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,17,85,4,10,14,0
143,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,19,85,4,10,14,0
637,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,20,85,4,10,14,0
1724,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,22,85,4,10,14,0
249,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,25,85,4,10,14,0
153,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,26,85,4,10,14,0
320,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,32,85,4,10,14,0
769,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,34,85,4,10,14,0
251,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,35,85,4,10,14,0
366,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,36,85,4,10,14,0
608,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,37,85,4,10,14,0
932,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,40,85,4,10,14,0
2879,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,42,85,4,10,14,0
264,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,43,85,4,10,14,0
684,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,45,85,4,10,14,0
244,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,46,85,4,10,14,0
163,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,47,85,4,10,14,0
386,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,7,85,4,10,14,0
104,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,14,85,4,10,14,0
102,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,27,85,4,10,14,0
116,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,29,85,4,10,14,0
92,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,33,85,4,10,14,0
91,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,38,85,4,10,14,0
444,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,41,85,4,10,14,0
112,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,1,85,4,10,14,0
140,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,18,85,4,10,14,0
250,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,2,85,4,10,14,0
87,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,23,85,4,10,14,0
103,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,24,85,4,10,14,0
150,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,31,85,4,10,14,0
167,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,12,85,4,10,14,0
97,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,21,85,4,10,14,0
102,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,15,85,4,10,14,0
84,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,30,85,4,10,14,0
115,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,28,85,4,10,14,0
204,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,44,85,4,10,14,0
106,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,9,85,4,10,14,0
82,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,39,85,4,10,14,0
86,18.540563280795418,-0.08541043625584921,-0.19321872824515005,1,6,85,4,10,14,0
288,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,0,86,9,7,50,0
776,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,3,86,9,7,50,0
890,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,4,86,9,7,50,0
1615,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,5,86,9,7,50,0
634,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,8,86,9,7,50,0
175,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,10,86,9,7,50,0
152,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,11,86,9,7,50,0
253,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,13,86,9,7,50,0
286,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,16,86,9,7,50,0
545,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,17,86,9,7,50,0
143,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,19,86,9,7,50,0
637,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,20,86,9,7,50,0
1724,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,22,86,9,7,50,0
249,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,25,86,9,7,50,0
153,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,26,86,9,7,50,0
320,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,32,86,9,7,50,0
769,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,34,86,9,7,50,0
251,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,35,86,9,7,50,0
366,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,36,86,9,7,50,0
608,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,37,86,9,7,50,0
932,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,40,86,9,7,50,0
2879,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,42,86,9,7,50,0
264,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,43,86,9,7,50,0
684,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,45,86,9,7,50,0
244,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,46,86,9,7,50,0
163,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,47,86,9,7,50,0
386,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,7,86,9,7,50,0
104,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,14,86,9,7,50,0
102,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,27,86,9,7,50,0
116,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,29,86,9,7,50,0
92,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,33,86,9,7,50,0
91,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,38,86,9,7,50,0
444,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,41,86,9,7,50,0
112,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,1,86,9,7,50,0
140,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,18,86,9,7,50,0
250,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,2,86,9,7,50,0
87,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,23,86,9,7,50,0
103,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,24,86,9,7,50,0
150,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,31,86,9,7,50,0
167,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,12,86,9,7,50,0
97,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,21,86,9,7,50,0
102,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,15,86,9,7,50,0
84,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,30,86,9,7,50,0
115,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,28,86,9,7,50,0
204,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,44,86,9,7,50,0
106,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,9,86,9,7,50,0
82,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,39,86,9,7,50,0
86,1.2054912988865971,0.3518199660642117,0.11002312448737994,0,6,86,9,7,50,0
288,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,0,90,3,5,11,1
776,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,3,90,3,5,11,1
890,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,4,90,3,5,11,1
1615,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,5,90,3,5,11,1
634,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,8,90,3,5,11,1
175,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,10,90,3,5,11,1
152,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,11,90,3,5,11,1
253,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,13,90,3,5,11,1
286,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,16,90,3,5,11,1
545,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,17,90,3,5,11,1
143,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,19,90,3,5,11,1
637,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,20,90,3,5,11,1
1724,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,22,90,3,5,11,1
249,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,25,90,3,5,11,1
153,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,26,90,3,5,11,1
320,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,32,90,3,5,11,1
769,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,34,90,3,5,11,1
251,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,35,90,3,5,11,1
366,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,36,90,3,5,11,1
608,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,37,90,3,5,11,1
932,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,40,90,3,5,11,1
2879,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,42,90,3,5,11,1
264,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,43,90,3,5,11,1
684,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,45,90,3,5,11,1
244,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,46,90,3,5,11,1
163,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,47,90,3,5,11,1
386,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,7,90,3,5,11,1
104,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,14,90,3,5,11,1
102,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,27,90,3,5,11,1
116,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,29,90,3,5,11,1
92,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,33,90,3,5,11,1
91,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,38,90,3,5,11,1
444,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,41,90,3,5,11,1
112,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,1,90,3,5,11,1
140,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,18,90,3,5,11,1
250,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,2,90,3,5,11,1
87,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,23,90,3,5,11,1
103,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,24,90,3,5,11,1
150,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,31,90,3,5,11,1
167,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,12,90,3,5,11,1
97,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,21,90,3,5,11,1
102,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,15,90,3,5,11,1
84,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,30,90,3,5,11,1
115,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,28,90,3,5,11,1
204,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,44,90,3,5,11,1
106,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,9,90,3,5,11,1
82,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,39,90,3,5,11,1
86,5.891626225997166,1.0728417948169644,-0.03163446730278506,1,6,90,3,5,11,1
288,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,0,28,9,8,25,1
776,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,3,28,9,8,25,1
890,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,4,28,9,8,25,1
1615,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,5,28,9,8,25,1
634,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,8,28,9,8,25,1
175,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,10,28,9,8,25,1
152,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,11,28,9,8,25,1
253,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,13,28,9,8,25,1
286,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,16,28,9,8,25,1
545,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,17,28,9,8,25,1
143,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,19,28,9,8,25,1
637,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,20,28,9,8,25,1
1724,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,22,28,9,8,25,1
249,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,25,28,9,8,25,1
153,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,26,28,9,8,25,1
320,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,32,28,9,8,25,1
769,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,34,28,9,8,25,1
251,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,35,28,9,8,25,1
366,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,36,28,9,8,25,1
608,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,37,28,9,8,25,1
932,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,40,28,9,8,25,1
2879,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,42,28,9,8,25,1
264,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,43,28,9,8,25,1
684,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,45,28,9,8,25,1
244,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,46,28,9,8,25,1
163,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,47,28,9,8,25,1
386,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,7,28,9,8,25,1
104,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,14,28,9,8,25,1
102,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,27,28,9,8,25,1
116,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,29,28,9,8,25,1
92,0.6341720414882432,-0.08744047777886654,-0.11338461369888825,1,33,28,9,8,25,1
