거래량,거래금액_만원단위,20년7월TOP3대상여부,시장구분,종목명,종목번호,표준산업구분코드_대분류,표준산업구분코드_소분류,표준산업구분코드_중분류,평균가격,기준년월
1734704.9,526281.15,N,코스피,범양건영,A002410,건설업,건물 건설업,종합 건설업,3033.8367638207515,202004
699676.7894736842,217325.84210526315,N,코스피,범양건영,A002410,건설업,건물 건설업,종합 건설업,3106.089059617678,202005
1547513.1363636365,577842.6363636364,N,코스피,범양건영,A002410,건설업,건물 건설업,종합 건설업,3734.007956284348,202006
3555637.2,1831979.95,N,코스피,범양건영,A002410,건설업,건물 건설업,종합 건설업,5152.32529910532,202007
1627046.043478261,80707.04347826086,N,코스피,오리엔트바이오,A002630,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,496.0341706478523,201907
1443377.8095238095,62142.04761904762,N,코스피,오리엔트바이오,A002630,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,430.5320977571988,201908
3367787.5789473685,159923.36842105264,N,코스피,오리엔트바이오,A002630,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,474.86180369795795,201909
1090879.9523809524,46442.380952380954,N,코스피,오리엔트바이오,A002630,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,425.733196865667,201910
6343188.476190476,198932.7142857143,N,코스피,오리엔트바이오,A002630,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,313.6162752098881,201911
8976128.55,280687.35,N,코스피,오리엔트바이오,A002630,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,312.7042448606643,201912
21293007.35,773935.55,N,코스피,오리엔트바이오,A002630,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,363.46934807215007,202001
2586001.75,122076.6,N,코스피,오리엔트바이오,A002630,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,472.0669659252938,202002
3371513.0454545454,198825.0,N,코스피,오리엔트바이오,A002630,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,589.7203935427589,202003
4254287.65,313325.75,N,코스피,오리엔트바이오,A002630,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,736.4940403124832,202004
1088517.7894736843,81108.52631578948,N,코스피,오리엔트바이오,A002630,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,745.1281651079561,202005
728283.3636363636,49854.09090909091,N,코스피,오리엔트바이오,A002630,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,684.542492638667,202006
4393763.6,323944.35,N,코스피,오리엔트바이오,A002630,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,737.2821560085754,202007
6227721.565217392,1275384.043478261,N,코스피,신일전자,A002700,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,2047.9143618132211,201907
3110731.0476190476,501727.38095238095,N,코스피,신일전자,A002700,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,1612.8921892376486,201908
1096257.2631578948,167264.36842105264,N,코스피,신일전자,A002700,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,1525.7766041086782,201909
2709646.714285714,450884.8095238095,N,코스피,신일전자,A002700,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,1663.9985100148622,201910
982498.8095238095,160855.0,N,코스피,신일전자,A002700,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,1637.2030015788218,201911
1522204.1,265474.2,N,코스피,신일전자,A002700,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,1744.0118575426252,201912
1897644.4,361544.3,N,코스피,신일전자,A002700,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,1905.2268169947963,202001
3188986.05,611013.6,N,코스피,신일전자,A002700,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,1916.0121443616852,202002
3303172.409090909,485539.5,N,코스피,신일전자,A002700,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,1469.9187322578448,202003
4011592.6,734837.05,N,코스피,신일전자,A002700,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,1831.783840662185,202004
14474037.157894736,3302312.4736842103,N,코스피,신일전자,A002700,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,2281.542072650403,202005
7118144.2272727275,1603547.4090909092,N,코스피,신일전자,A002700,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,2252.760491908856,202006
2244055.85,426257.8,N,코스피,신일전자,A002700,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,1899.4972874672437,202007
155337.8260869565,67410.21739130435,N,코스피,국제약품,A002720,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,4339.588050728147,201907
195653.19047619047,77194.85714285714,N,코스피,국제약품,A002720,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,3945.494420764438,201908
932315.1052631579,431481.63157894736,N,코스피,국제약품,A002720,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,4628.066510379623,201909
263019.85714285716,116944.90476190476,N,코스피,국제약품,A002720,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,4446.238623663576,201910
1330864.9047619049,686857.8095238095,N,코스피,국제약품,A002720,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,5160.988219511958,201911
177919.6,80605.4,N,코스피,국제약품,A002720,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,4530.439591815629,201912
4742976.9,3112905.25,N,코스피,국제약품,A002720,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,6563.188722255847,202001
5355753.65,3449145.7,N,코스피,국제약품,A002720,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,6440.075338416657,202002
3378376.090909091,1857647.0454545454,N,코스피,국제약품,A002720,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,5498.638977623918,202003
6474583.3,5261203.35,N,코스피,국제약품,A002720,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,8125.933525328186,202004
1633949.2631578948,1230191.7894736843,N,코스피,국제약품,A002720,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,7528.947300946921,202005
1283311.9545454546,975967.5909090909,N,코스피,국제약품,A002720,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,7605.068958114521,202006
4784630.4,5310879.2,N,코스피,국제약품,A002720,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,11099.873461490359,202007
377970.9130434783,80349.52173913043,N,코스피,보락,A002760,제조업,기타 화학제품 제조업,의약품 제외,2125.8123037072896,201907
539865.6666666666,103149.38095238095,N,코스피,보락,A002760,제조업,기타 화학제품 제조업,의약품 제외,1910.6490247706242,201908
3939607.1052631577,902511.052631579,N,코스피,보락,A002760,제조업,기타 화학제품 제조업,의약품 제외,2290.8656333416097,201909
985386.4285714285,205908.2857142857,N,코스피,보락,A002760,제조업,기타 화학제품 제조업,의약품 제외,2089.619663351796,201910
1921992.9523809524,415169.38095238095,N,코스피,보락,A002760,제조업,기타 화학제품 제조업,의약품 제외,2160.098352275807,201911
590561.35,121594.4,N,코스피,보락,A002760,제조업,기타 화학제품 제조업,의약품 제외,2058.963052695541,201912
2935856.2,707997.15,N,코스피,보락,A002760,제조업,기타 화학제품 제조업,의약품 제외,2411.552548111859,202001
2923733.6,636643.6,N,코스피,보락,A002760,제조업,기타 화학제품 제조업,의약품 제외,2177.502081584998,202002
1869172.2272727273,293635.2272727273,N,코스피,보락,A002760,제조업,기타 화학제품 제조업,의약품 제외,1570.9372469179298,202003
1020373.8,173449.9,N,코스피,보락,A002760,제조업,기타 화학제품 제조업,의약품 제외,1699.8662646963298,202004
2707450.4736842103,553158.947368421,N,코스피,보락,A002760,제조업,기타 화학제품 제조업,의약품 제외,2043.099043712886,202005
1178561.0909090908,230963.68181818182,N,코스피,보락,A002760,제조업,기타 화학제품 제조업,의약품 제외,1959.7090350236022,202006
703849.6,131552.25,N,코스피,보락,A002760,제조업,기타 화학제품 제조업,의약품 제외,1869.0392095129416,202007
191727.21739130435,44438.391304347824,N,코스피,진흥기업,A002780,건설업,토목 건설업,종합 건설업,2317.7925340486004,201907
94700.52380952382,18646.095238095237,N,코스피,진흥기업,A002780,건설업,토목 건설업,종합 건설업,1968.953759495472,201908
78701.1052631579,15857.947368421053,N,코스피,진흥기업,A002780,건설업,토목 건설업,종합 건설업,2014.9586610500355,201909
627765.4761904762,160821.47619047618,N,코스피,진흥기업,A002780,건설업,토목 건설업,종합 건설업,2561.808227594852,201910
704687.2380952381,172534.14285714287,N,코스피,진흥기업,A002780,건설업,토목 건설업,종합 건설업,2448.378990422769,201911
332772.15,78658.55,N,코스피,진흥기업,A002780,건설업,토목 건설업,종합 건설업,2363.7359676884016,201912
213761.25,50231.3,N,코스피,진흥기업,A002780,건설업,토목 건설업,종합 건설업,2349.8786613570046,202001
1127021.55,292235.6,N,코스피,진흥기업,A002780,건설업,토목 건설업,종합 건설업,2592.9903469902592,202002
222761.54545454544,39460.77272727273,N,코스피,진흥기업,A002780,건설업,토목 건설업,종합 건설업,1771.4355790966044,202003
256085.95,52684.85,N,코스피,진흥기업,A002780,건설업,토목 건설업,종합 건설업,2057.3112269532944,202004
81638.52631578948,17209.473684210527,N,코스피,진흥기업,A002780,건설업,토목 건설업,종합 건설업,2108.008860625659,202005
73924.09090909091,14949.5,N,코스피,진흥기업,A002780,건설업,토목 건설업,종합 건설업,2022.2771516235941,202006
2263083.7,606160.2,N,코스피,진흥기업,A002780,건설업,토목 건설업,종합 건설업,2678.470089285694,202007
136013.69565217392,825553.5652173914,N,코스피,아모레G,A002790,제조업,기타 화학제품 제조업,의약품 제외,60696.355705867216,201907
132908.0,723331.619047619,N,코스피,아모레G,A002790,제조업,기타 화학제품 제조업,의약품 제외,54423.482337227186,201908
87708.52631578948,561041.8947368421,N,코스피,아모레G,A002790,제조업,기타 화학제품 제조업,의약품 제외,63966.63110229936,201909
150517.38095238095,1091279.4285714286,N,코스피,아모레G,A002790,제조업,기타 화학제품 제조업,의약품 제외,72501.88793257542,201910
181307.66666666666,1477443.238095238,N,코스피,아모레G,A002790,제조업,기타 화학제품 제조업,의약품 제외,81488.18333267236,201911
107367.6,862129.25,N,코스피,아모레G,A002790,제조업,기타 화학제품 제조업,의약품 제외,80296.96575130672,201912
139041.55,1169737.75,N,코스피,아모레G,A002790,제조업,기타 화학제품 제조업,의약품 제외,84128.6471561918,202001
163746.2,1130639.3,N,코스피,아모레G,A002790,제조업,기타 화학제품 제조업,의약품 제외,69048.27715085907,202002
204234.68181818182,1106081.7272727273,N,코스피,아모레G,A002790,제조업,기타 화학제품 제조업,의약품 제외,54157.38979422736,202003
209264.9,1209037.75,N,코스피,아모레G,A002790,제조업,기타 화학제품 제조업,의약품 제외,57775.467840043886,202004
157847.84210526315,883968.4210526316,N,코스피,아모레G,A002790,제조업,기타 화학제품 제조업,의약품 제외,56001.29905248526,202005
259570.9090909091,1398789.7727272727,N,코스피,아모레G,A002790,제조업,기타 화학제품 제조업,의약품 제외,53888.54157910958,202006
153277.55,807599.05,N,코스피,아모레G,A002790,제조업,기타 화학제품 제조업,의약품 제외,52688.67162868928,202007
53772.434782608696,35833.30434782609,N,코스닥,신신제약,A002800,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,6663.879828520512,201907
75524.19047619047,42943.47619047619,N,코스닥,신신제약,A002800,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,5686.055808041321,201908
72126.47368421052,44311.05263157895,N,코스닥,신신제약,A002800,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,6143.521285344531,201909
99762.04761904762,62333.19047619047,N,코스닥,신신제약,A002800,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,6248.186756773141,201910
707025.9523809524,522910.04761904763,N,코스닥,신신제약,A002800,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,7395.910232971175,201911
72496.75,48178.15,N,코스닥,신신제약,A002800,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,6645.559973378116,201912
483649.9,365525.6,N,코스닥,신신제약,A002800,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,7557.648621451177,202001
156328.9,100960.3,N,코스닥,신신제약,A002800,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,6458.19806830343,202002
3268529.8181818184,2444202.3636363638,N,코스닥,신신제약,A002800,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,7477.987044939971,202003
1168843.85,973489.95,N,코스닥,신신제약,A002800,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,8328.656988698704,202004
539387.2105263158,422551.7368421053,N,코스닥,신신제약,A002800,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,7833.922061848547,202005
840255.5909090909,694470.5,N,코스닥,신신제약,A002800,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,8264.99112310145,202006
2731838.35,2934772.65,N,코스닥,신신제약,A002800,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,10742.848858535132,202007
334363.73913043475,53807.34782608696,N,코스피,동양물산,A002900,제조업,특수 목적용 기계 제조업,기타 기계 및 장비 제조업,1609.2459058515553,201907
1098287.3333333333,132623.66666666666,N,코스피,동양물산,A002900,제조업,특수 목적용 기계 제조업,기타 기계 및 장비 제조업,1207.5498154399181,201908
1245524.3157894737,132884.47368421053,N,코스피,동양물산,A002900,제조업,특수 목적용 기계 제조업,기타 기계 및 장비 제조업,1066.8958606398776,201909
1717679.619047619,160757.47619047618,N,코스피,동양물산,A002900,제조업,특수 목적용 기계 제조업,기타 기계 및 장비 제조업,935.8990722589433,201910
2918218.380952381,269134.38095238095,N,코스피,동양물산,A002900,제조업,특수 목적용 기계 제조업,기타 기계 및 장비 제조업,922.2557938400314,201911
13058902.35,1462668.2,N,코스피,동양물산,A002900,제조업,특수 목적용 기계 제조업,기타 기계 및 장비 제조업,1120.0544737973325,201912
4228804.95,520469.25,N,코스피,동양물산,A002900,제조업,특수 목적용 기계 제조업,기타 기계 및 장비 제조업,1230.7714736287376,202001
4835898.4,550907.75,N,코스피,동양물산,A002900,제조업,특수 목적용 기계 제조업,기타 기계 및 장비 제조업,1139.204558143736,202002
6545209.636363637,594526.5909090909,N,코스피,동양물산,A002900,제조업,특수 목적용 기계 제조업,기타 기계 및 장비 제조업,908.3385008877972,202003
2684230.35,263549.4,N,코스피,동양물산,A002900,제조업,특수 목적용 기계 제조업,기타 기계 및 장비 제조업,981.8434546796627,202004
1870948.105263158,189481.36842105264,N,코스피,동양물산,A002900,제조업,특수 목적용 기계 제조업,기타 기계 및 장비 제조업,1012.7558743506739,202005
2625662.9545454546,276629.2727272727,N,코스피,동양물산,A002900,제조업,특수 목적용 기계 제조업,기타 기계 및 장비 제조업,1053.5597200256868,202006
4896929.6,529360.0,N,코스피,동양물산,A002900,제조업,특수 목적용 기계 제조업,기타 기계 및 장비 제조업,1081.0039008933272,202007
148626.1739130435,245223.47826086957,Y,코스피,부광약품,A003000,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,16499.346770801094,201907
203798.14285714287,280673.1904761905,Y,코스피,부광약품,A003000,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,13772.11718130989,201908
113052.73684210527,160805.36842105264,Y,코스피,부광약품,A003000,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,14223.925303607724,201909
138511.2857142857,198558.14285714287,Y,코스피,부광약품,A003000,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,14335.1598992965,201910
154986.19047619047,232586.47619047618,Y,코스피,부광약품,A003000,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,15006.916130776628,201911
159736.8,229859.8,Y,코스피,부광약품,A003000,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,14389.90890014073,201912
257817.65,360507.6,Y,코스피,부광약품,A003000,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,13983.045768976639,202001
206460.95,284410.75,Y,코스피,부광약품,A003000,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,13775.52268358738,202002
6116293.409090909,11362941.818181818,Y,코스피,부광약품,A003000,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,18578.150291633476,202003
10981297.3,29664812.95,Y,코스피,부광약품,A003000,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,27013.94210500065,202004
4490561.052631579,12056641.94736842,Y,코스피,부광약품,A003000,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,26848.854310315925,202005
9371588.681818182,34043613.09090909,Y,코스피,부광약품,A003000,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,36326.40552925365,202006
7640079.9,30055603.85,Y,코스피,부광약품,A003000,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,39339.38419937205,202007
178706.86956521738,91816.43478260869,Y,코스피,혜인,A003010,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,5137.823465096351,201907
241471.2380952381,107180.85714285714,Y,코스피,혜인,A003010,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,4438.659361185873,201908
167219.94736842104,85854.42105263157,Y,코스피,혜인,A003010,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,5134.221269874943,201909
164352.0,81007.80952380953,Y,코스피,혜인,A003010,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,4928.921432280077,201910
75809.09523809524,35429.90476190476,Y,코스피,혜인,A003010,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,4673.569134498876,201911
61992.95,27483.15,Y,코스피,혜인,A003010,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,4433.2702347605655,201912
382748.45,178082.8,Y,코스피,혜인,A003010,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,4652.737326565267,202001
117841.7,50409.0,Y,코스피,혜인,A003010,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,4277.687779453284,202002
197822.18181818182,63748.27272727273,Y,코스피,혜인,A003010,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,3222.503772901651,202003
657479.9,295589.1,Y,코스피,혜인,A003010,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,4495.789148839379,202004
2885046.263157895,1637524.6315789474,Y,코스피,혜인,A003010,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,5675.904239353709,202005
1742312.5909090908,985597.9545454546,Y,코스피,혜인,A003010,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,5656.837697712996,202006
629424.25,321982.55,Y,코스피,혜인,A003010,도매 및 소매업,기계장비 및 관련 물품 도매업,도매 및 상품 중개업,5115.509133942646,202007
1781919.956521739,175135.34782608695,N,코스피,에이프로젠제약,A003060,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,982.8463236246961,201907
1671330.5714285714,134205.61904761905,N,코스피,에이프로젠제약,A003060,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,802.9866822390898,201908
971436.2631578947,76211.42105263157,N,코스피,에이프로젠제약,A003060,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,784.5231225452449,201909
19213766.61904762,2218754.714285714,N,코스피,에이프로젠제약,A003060,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,1154.7734279681245,201910
12861647.761904761,1565698.3333333333,N,코스피,에이프로젠제약,A003060,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,1217.3388373850623,201911
23468540.3,3514989.3,N,코스피,에이프로젠제약,A003060,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,1497.745175058885,201912
12496213.25,1824525.65,N,코스피,에이프로젠제약,A003060,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,1460.0628314341545,202001
21994662.85,3513173.7,N,코스피,에이프로젠제약,A003060,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,1597.284633985649,202002
14861539.136363637,2228238.3181818184,N,코스피,에이프로젠제약,A003060,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,1499.3321335942262,202003
33890497.75,6483938.05,N,코스피,에이프로젠제약,A003060,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,1913.202366583713,202004
19143000.842105262,4164447.736842105,N,코스피,에이프로젠제약,A003060,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,2175.441442640671,202005
17478933.818181816,3536861.590909091,N,코스피,에이프로젠제약,A003060,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,2023.4996182833536,202006
8726939.5,1414173.7,N,코스피,에이프로젠제약,A003060,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,1620.4692378124082,202007
40807.217391304344,66963.17391304347,N,코스피,대웅,A003090,금융 및 보험업,기타 금융업,금융업,16409.63981222418,201907
54084.619047619046,85810.90476190476,N,코스피,대웅,A003090,금융 및 보험업,기타 금융업,금융업,15866.045887528979,201908
56661.84210526316,89060.1052631579,N,코스피,대웅,A003090,금융 및 보험업,기타 금융업,금융업,15717.827369203258,201909
65066.71428571428,94336.14285714286,N,코스피,대웅,A003090,금융 및 보험업,기타 금융업,금융업,14498.372000605972,201910
58247.857142857145,78012.47619047618,N,코스피,대웅,A003090,금융 및 보험업,기타 금융업,금융업,13393.192473869873,201911
46990.95,58632.8,N,코스피,대웅,A003090,금융 및 보험업,기타 금융업,금융업,12477.466405765368,201912
73290.45,88636.55,N,코스피,대웅,A003090,금융 및 보험업,기타 금융업,금융업,12093.874440667236,202001
72339.8,83135.0,N,코스피,대웅,A003090,금융 및 보험업,기타 금융업,금융업,11492.290550983,202002
307054.5909090909,284504.04545454547,N,코스피,대웅,A003090,금융 및 보험업,기타 금융업,금융업,9265.585139509543,202003
2232322.6,4110547.65,N,코스피,대웅,A003090,금융 및 보험업,기타 금융업,금융업,18413.77070679659,202004
956385.1578947369,1667374.7368421052,N,코스피,대웅,A003090,금융 및 보험업,기타 금융업,금융업,17434.134386949805,202005
2847819.272727273,7887734.636363637,N,코스피,대웅,A003090,금융 및 보험업,기타 금융업,금융업,27697.455073438647,202006
1023838.2,2499429.15,N,코스피,대웅,A003090,금융 및 보험업,기타 금융업,금융업,24412.345134221407,202007
28187.91304347826,44033.65217391304,N,코스피,대원제약,A003220,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,15621.465876524318,201907
32610.761904761905,46229.57142857143,N,코스피,대원제약,A003220,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,14176.170297272593,201908
18799.63157894737,28479.947368421053,N,코스피,대원제약,A003220,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,15149.205051610752,201909
32450.380952380954,49827.47619047619,N,코스피,대원제약,A003220,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,15354.974187697555,201910
30632.0,50649.90476190476,N,코스피,대원제약,A003220,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,16534.964991481054,201911
27995.95,47183.7,N,코스피,대원제약,A003220,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,16853.759204456357,201912
161940.0,288214.7,N,코스피,대원제약,A003220,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,17797.622576262816,202001
87556.05,134899.25,N,코스피,대원제약,A003220,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,15407.187738597162,202002
98362.77272727272,125380.40909090909,N,코스피,대원제약,A003220,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,12746.733913098129,202003
102620.1,150012.55,N,코스피,대원제약,A003220,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,14618.24243008923,202004
226971.73684210525,362248.63157894736,N,코스피,대원제약,A003220,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,15960.076642976415,202005
2342369.6818181816,4612910.363636363,N,코스피,대원제약,A003220,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,19693.349002262337,202006
2000183.75,4638925.4,N,코스피,대원제약,A003220,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,23192.496189412603,202007
22363.17391304348,150664.34782608695,N,코스피,삼양식품,A003230,제조업,기타 식품 제조업,식료품 제조업,67371.6299895208,201907
45627.28571428572,317608.85714285716,N,코스피,삼양식품,A003230,제조업,기타 식품 제조업,식료품 제조업,69609.41291395186,201908
114621.8947368421,860062.947368421,N,코스피,삼양식품,A003230,제조업,기타 식품 제조업,식료품 제조업,75034.78714455216,201909
35015.71428571428,291214.4285714286,N,코스피,삼양식품,A003230,제조업,기타 식품 제조업,식료품 제조업,83166.78226102567,201910
32151.14285714286,288831.8095238095,N,코스피,삼양식품,A003230,제조업,기타 식품 제조업,식료품 제조업,89835.62755674834,201911
26006.15,229459.2,N,코스피,삼양식품,A003230,제조업,기타 식품 제조업,식료품 제조업,88232.66804198237,201912
44674.4,446373.2,N,코스피,삼양식품,A003230,제조업,기타 식품 제조업,식료품 제조업,99916.99944487223,202001
44856.1,421385.3,N,코스피,삼양식품,A003230,제조업,기타 식품 제조업,식료품 제조업,93941.58208136685,202002
52033.181818181816,441864.36363636365,N,코스피,삼양식품,A003230,제조업,기타 식품 제조업,식료품 제조업,84919.72779607419,202003
64722.45,644186.2,N,코스피,삼양식품,A003230,제조업,기타 식품 제조업,식료품 제조업,99530.5647422185,202004
95898.73684210527,1151460.4210526317,N,코스피,삼양식품,A003230,제조업,기타 식품 제조업,식료품 제조업,120070.44711636617,202005
107023.18181818182,1364152.5909090908,N,코스피,삼양식품,A003230,제조업,기타 식품 제조업,식료품 제조업,127463.28110732169,202006
83761.55,1059238.75,N,코스피,삼양식품,A003230,제조업,기타 식품 제조업,식료품 제조업,126458.82866303214,202007
541617.304347826,31499.17391304348,N,코스피,흥아해운,A003280,운수 및 창고업,해상 운송업,수상 운송업,581.5762099952173,201907
253981.09523809524,11755.285714285714,N,코스피,흥아해운,A003280,운수 및 창고업,해상 운송업,수상 운송업,462.8409726033227,201908
217334.26315789475,10019.21052631579,N,코스피,흥아해운,A003280,운수 및 창고업,해상 운송업,수상 운송업,461.00464697721264,201909
297771.7619047619,11912.47619047619,N,코스피,흥아해운,A003280,운수 및 창고업,해상 운송업,수상 운송업,400.0539243303476,201910
19881752.61904762,1499710.761904762,N,코스피,흥아해운,A003280,운수 및 창고업,해상 운송업,수상 운송업,754.3151706192999,201911
12314132.0,818061.2,N,코스피,흥아해운,A003280,운수 및 창고업,해상 운송업,수상 운송업,664.327132436131,201912
1542375.45,71712.15,N,코스피,흥아해운,A003280,운수 및 창고업,해상 운송업,수상 운송업,464.9461322792709,202001
2476801.85,101607.9,N,코스피,흥아해운,A003280,운수 및 창고업,해상 운송업,수상 운송업,410.2383079211604,202002
29101434.0,904058.0909090909,N,코스피,흥아해운,A003280,운수 및 창고업,해상 운송업,수상 운송업,310.65757478105405,202003
0.0,0.0,N,코스피,흥아해운,A003280,운수 및 창고업,해상 운송업,수상 운송업,,202004
0.0,0.0,N,코스피,흥아해운,A003280,운수 및 창고업,해상 운송업,수상 운송업,,202005
0.0,0.0,N,코스피,흥아해운,A003280,운수 및 창고업,해상 운송업,수상 운송업,,202006
0.0,0.0,N,코스피,흥아해운,A003280,운수 및 창고업,해상 운송업,수상 운송업,,202007
13911.173913043478,36834.82608695652,N,코스피,한국화장품제조,A003350,제조업,기타 화학제품 제조업,의약품 제외,26478.58931043859,201907
199435.42857142858,560489.0476190476,N,코스피,한국화장품제조,A003350,제조업,기타 화학제품 제조업,의약품 제외,28103.78535217509,201908
92984.42105263157,268836.36842105264,N,코스피,한국화장품제조,A003350,제조업,기타 화학제품 제조업,의약품 제외,28911.97959590288,201909
91985.71428571429,272043.71428571426,N,코스피,한국화장품제조,A003350,제조업,기타 화학제품 제조업,의약품 제외,29574.561267277524,201910
176895.7142857143,593083.2857142857,N,코스피,한국화장품제조,A003350,제조업,기타 화학제품 제조업,의약품 제외,33527.284033369135,201911
