그룹내고객수,매수고객수,거래량,거래금액_만원단위,평균가격,직전달TOP3여부,그룹번호,종목번호,표준산업구분코드_중분류,표준산업구분코드_소분류,시장구분
776,5,1060575.3809523808,-0.6060951117874411,-0.7201383236401445,1,3,19,4,6,1
1615,6,1060575.3809523808,-0.6060951117874411,-0.7201383236401445,1,5,19,4,6,1
175,7,1060575.3809523808,-0.6060951117874411,-0.7201383236401445,1,10,19,4,6,1
152,5,1060575.3809523808,-0.6060951117874411,-0.7201383236401445,1,11,19,4,6,1
286,3,1060575.3809523808,-0.6060951117874411,-0.7201383236401445,1,16,19,4,6,1
545,4,1060575.3809523808,-0.6060951117874411,-0.7201383236401445,1,17,19,4,6,1
1724,8,1060575.3809523808,-0.6060951117874411,-0.7201383236401445,1,22,19,4,6,1
932,0,1060575.3809523808,-0.6060951117874411,-0.7201383236401445,1,40,19,4,6,1
2879,8,1060575.3809523808,-0.6060951117874411,-0.7201383236401445,1,42,19,4,6,1
264,10,1060575.3809523808,-0.6060951117874411,-0.7201383236401445,1,43,19,4,6,1
684,12,1060575.3809523808,-0.6060951117874411,-0.7201383236401445,1,45,19,4,6,1
776,3,2413841.4761904757,-0.5631476650438005,-0.7153106009028027,1,3,28,8,25,1
890,5,2413841.4761904757,-0.5631476650438005,-0.7153106009028027,1,4,28,8,25,1
1615,9,2413841.4761904757,-0.5631476650438005,-0.7153106009028027,1,5,28,8,25,1
152,4,2413841.4761904757,-0.5631476650438005,-0.7153106009028027,1,11,28,8,25,1
253,10,2413841.4761904757,-0.5631476650438005,-0.7153106009028027,1,13,28,8,25,1
1724,4,2413841.4761904757,-0.5631476650438005,-0.7153106009028027,1,22,28,8,25,1
769,15,2413841.4761904757,-0.5631476650438005,-0.7153106009028027,1,34,28,8,25,1
608,3,2413841.4761904757,-0.5631476650438005,-0.7153106009028027,1,37,28,8,25,1
2879,20,2413841.4761904757,-0.5631476650438005,-0.7153106009028027,1,42,28,8,25,1
684,9,2413841.4761904757,-0.5631476650438005,-0.7153106009028027,1,45,28,8,25,1
244,5,2413841.4761904757,-0.5631476650438005,-0.7153106009028027,1,46,28,8,25,1
776,3,500004.9047619047,-0.5839939588783287,-0.5436480604172385,1,3,47,17,41,1
776,4,412007.9523809524,-0.4190634850919333,0.4420069963947851,1,3,55,27,38,1
890,13,412007.9523809524,-0.4190634850919333,0.4420069963947851,1,4,55,27,38,1
1615,23,412007.9523809524,-0.4190634850919333,0.4420069963947851,1,5,55,27,38,1
634,7,412007.9523809524,-0.4190634850919333,0.4420069963947851,1,8,55,27,38,1
545,5,412007.9523809524,-0.4190634850919333,0.4420069963947851,1,17,55,27,38,1
140,0,412007.9523809524,-0.4190634850919333,0.4420069963947851,1,18,55,27,38,1
637,4,412007.9523809524,-0.4190634850919333,0.4420069963947851,1,20,55,27,38,1
1724,16,412007.9523809524,-0.4190634850919333,0.4420069963947851,1,22,55,27,38,1
249,4,412007.9523809524,-0.4190634850919333,0.4420069963947851,1,25,55,27,38,1
150,0,412007.9523809524,-0.4190634850919333,0.4420069963947851,1,31,55,27,38,1
769,12,412007.9523809524,-0.4190634850919333,0.4420069963947851,1,34,55,27,38,1
608,6,412007.9523809524,-0.4190634850919333,0.4420069963947851,1,37,55,27,38,1
2879,41,412007.9523809524,-0.4190634850919333,0.4420069963947851,1,42,55,27,38,1
204,3,412007.9523809524,-0.4190634850919333,0.4420069963947851,1,44,55,27,38,1
684,8,412007.9523809524,-0.4190634850919333,0.4420069963947851,1,45,55,27,38,1
776,3,57574.57142857143,-0.5208031765711867,3.8761659512788555,0,3,57,29,26,1
1615,5,57574.57142857143,-0.5208031765711867,3.8761659512788555,0,5,57,29,26,1
1724,7,57574.57142857143,-0.5208031765711867,3.8761659512788555,0,22,57,29,26,1
684,4,57574.57142857143,-0.5208031765711867,3.8761659512788555,0,45,57,29,26,1
776,5,193120.61904761905,-0.41244793009158875,1.9132986410473134,1,3,69,35,10,1
890,6,193120.61904761905,-0.41244793009158875,1.9132986410473134,1,4,69,35,10,1
1615,20,193120.61904761905,-0.41244793009158875,1.9132986410473134,1,5,69,35,10,1
175,5,193120.61904761905,-0.41244793009158875,1.9132986410473134,1,10,69,35,10,1
167,3,193120.61904761905,-0.41244793009158875,1.9132986410473134,1,12,69,35,10,1
253,4,193120.61904761905,-0.41244793009158875,1.9132986410473134,1,13,69,35,10,1
286,10,193120.61904761905,-0.41244793009158875,1.9132986410473134,1,16,69,35,10,1
545,14,193120.61904761905,-0.41244793009158875,1.9132986410473134,1,17,69,35,10,1
637,7,193120.61904761905,-0.41244793009158875,1.9132986410473134,1,20,69,35,10,1
1724,33,193120.61904761905,-0.41244793009158875,1.9132986410473134,1,22,69,35,10,1
153,5,193120.61904761905,-0.41244793009158875,1.9132986410473134,1,26,69,35,10,1
769,11,193120.61904761905,-0.41244793009158875,1.9132986410473134,1,34,69,35,10,1
366,3,193120.61904761905,-0.41244793009158875,1.9132986410473134,1,36,69,35,10,1
608,11,193120.61904761905,-0.41244793009158875,1.9132986410473134,1,37,69,35,10,1
932,3,193120.61904761905,-0.41244793009158875,1.9132986410473134,1,40,69,35,10,1
2879,29,193120.61904761905,-0.41244793009158875,1.9132986410473134,1,42,69,35,10,1
264,6,193120.61904761905,-0.41244793009158875,1.9132986410473134,1,43,69,35,10,1
684,10,193120.61904761905,-0.41244793009158875,1.9132986410473134,1,45,69,35,10,1
163,5,193120.61904761905,-0.41244793009158875,1.9132986410473134,1,47,69,35,10,1
776,3,322289.33333333326,-0.4335450801027369,0.6789024199910724,0,3,84,21,15,1
890,4,322289.33333333326,-0.4335450801027369,0.6789024199910724,0,4,84,21,15,1
1615,4,322289.33333333326,-0.4335450801027369,0.6789024199910724,0,5,84,21,15,1
634,5,322289.33333333326,-0.4335450801027369,0.6789024199910724,0,8,84,21,15,1
545,7,322289.33333333326,-0.4335450801027369,0.6789024199910724,0,17,84,21,15,1
637,4,322289.33333333326,-0.4335450801027369,0.6789024199910724,0,20,84,21,15,1
1724,26,322289.33333333326,-0.4335450801027369,0.6789024199910724,0,22,84,21,15,1
769,4,322289.33333333326,-0.4335450801027369,0.6789024199910724,0,34,84,21,15,1
366,3,322289.33333333326,-0.4335450801027369,0.6789024199910724,0,36,84,21,15,1
444,0,322289.33333333326,-0.4335450801027369,0.6789024199910724,0,41,84,21,15,1
2879,6,322289.33333333326,-0.4335450801027369,0.6789024199910724,0,42,84,21,15,1
684,3,322289.33333333326,-0.4335450801027369,0.6789024199910724,0,45,84,21,15,1
776,6,1363586.333333333,-0.34822434544396047,-0.2934500085022317,1,3,85,10,14,0
890,7,1363586.333333333,-0.34822434544396047,-0.2934500085022317,1,4,85,10,14,0
1615,10,1363586.333333333,-0.34822434544396047,-0.2934500085022317,1,5,85,10,14,0
175,0,1363586.333333333,-0.34822434544396047,-0.2934500085022317,1,10,85,10,14,0
167,0,1363586.333333333,-0.34822434544396047,-0.2934500085022317,1,12,85,10,14,0
1724,15,1363586.333333333,-0.34822434544396047,-0.2934500085022317,1,22,85,10,14,0
769,3,1363586.333333333,-0.34822434544396047,-0.2934500085022317,1,34,85,10,14,0
366,3,1363586.333333333,-0.34822434544396047,-0.2934500085022317,1,36,85,10,14,0
608,3,1363586.333333333,-0.34822434544396047,-0.2934500085022317,1,37,85,10,14,0
932,7,1363586.333333333,-0.34822434544396047,-0.2934500085022317,1,40,85,10,14,0
2879,8,1363586.333333333,-0.34822434544396047,-0.2934500085022317,1,42,85,10,14,0
684,5,1363586.333333333,-0.34822434544396047,-0.2934500085022317,1,45,85,10,14,0
776,4,10190547.476190476,-0.4830346148175985,-0.7505873911498726,0,3,96,2,34,0
890,5,10190547.476190476,-0.4830346148175985,-0.7505873911498726,0,4,96,2,34,0
1615,6,10190547.476190476,-0.4830346148175985,-0.7505873911498726,0,5,96,2,34,0
386,4,10190547.476190476,-0.4830346148175985,-0.7505873911498726,0,7,96,2,34,0
634,3,10190547.476190476,-0.4830346148175985,-0.7505873911498726,0,8,96,2,34,0
545,3,10190547.476190476,-0.4830346148175985,-0.7505873911498726,0,17,96,2,34,0
150,4,10190547.476190476,-0.4830346148175985,-0.7505873911498726,0,31,96,2,34,0
769,4,10190547.476190476,-0.4830346148175985,-0.7505873911498726,0,34,96,2,34,0
366,3,10190547.476190476,-0.4830346148175985,-0.7505873911498726,0,36,96,2,34,0
608,6,10190547.476190476,-0.4830346148175985,-0.7505873911498726,0,37,96,2,34,0
932,9,10190547.476190476,-0.4830346148175985,-0.7505873911498726,0,40,96,2,34,0
2879,4,10190547.476190476,-0.4830346148175985,-0.7505873911498726,0,42,96,2,34,0
776,4,8807767.666666666,-0.16969107080207446,-0.6620908229105197,0,3,130,16,29,0
890,4,8807767.666666666,-0.16969107080207446,-0.6620908229105197,0,4,130,16,29,0
1615,4,8807767.666666666,-0.16969107080207446,-0.6620908229105197,0,5,130,16,29,0
932,5,8807767.666666666,-0.16969107080207446,-0.6620908229105197,0,40,130,16,29,0
2879,5,8807767.666666666,-0.16969107080207446,-0.6620908229105197,0,42,130,16,29,0
684,3,8807767.666666666,-0.16969107080207446,-0.6620908229105197,0,45,130,16,29,0
776,5,6790454.833333332,-0.3239132675882445,-0.6783966178200962,0,3,131,9,5,0
1724,0,6790454.833333332,-0.3239132675882445,-0.6783966178200962,0,22,131,9,5,0
932,5,6790454.833333332,-0.3239132675882445,-0.6783966178200962,0,40,131,9,5,0
444,4,6790454.833333332,-0.3239132675882445,-0.6783966178200962,0,41,131,9,5,0
2879,6,6790454.833333332,-0.3239132675882445,-0.6783966178200962,0,42,131,9,5,0
684,3,6790454.833333332,-0.3239132675882445,-0.6783966178200962,0,45,131,9,5,0
890,0,221795.47619047613,-0.5492590026472324,0.125201745766822,1,4,31,31,24,1
1615,4,221795.47619047613,-0.5492590026472324,0.125201745766822,1,5,31,31,24,1
634,0,221795.47619047613,-0.5492590026472324,0.125201745766822,1,8,31,31,24,1
286,6,221795.47619047613,-0.5492590026472324,0.125201745766822,1,16,31,31,24,1
1724,0,221795.47619047613,-0.5492590026472324,0.125201745766822,1,22,31,31,24,1
2879,3,221795.47619047613,-0.5492590026472324,0.125201745766822,1,42,31,31,24,1
264,3,221795.47619047613,-0.5492590026472324,0.125201745766822,1,43,31,31,24,1
684,4,221795.47619047613,-0.5492590026472324,0.125201745766822,1,45,31,31,24,1
890,3,1076671.857142857,-0.5295874874488976,-0.5553237319959408,1,4,37,23,42,1
1615,4,1076671.857142857,-0.5295874874488976,-0.5553237319959408,1,5,37,23,42,1
167,4,1076671.857142857,-0.5295874874488976,-0.5553237319959408,1,12,37,23,42,1
253,12,1076671.857142857,-0.5295874874488976,-0.5553237319959408,1,13,37,23,42,1
545,4,1076671.857142857,-0.5295874874488976,-0.5553237319959408,1,17,37,23,42,1
637,3,1076671.857142857,-0.5295874874488976,-0.5553237319959408,1,20,37,23,42,1
1724,7,1076671.857142857,-0.5295874874488976,-0.5553237319959408,1,22,37,23,42,1
91,9,1076671.857142857,-0.5295874874488976,-0.5553237319959408,1,38,37,23,42,1
2879,10,1076671.857142857,-0.5295874874488976,-0.5553237319959408,1,42,37,23,42,1
684,3,1076671.857142857,-0.5295874874488976,-0.5553237319959408,1,45,37,23,42,1
890,3,345413.4761904762,-0.42877972133357695,0.6130497905624507,1,4,54,27,38,1
1615,9,345413.4761904762,-0.42877972133357695,0.6130497905624507,1,5,54,27,38,1
286,3,345413.4761904762,-0.42877972133357695,0.6130497905624507,1,16,54,27,38,1
637,9,345413.4761904762,-0.42877972133357695,0.6130497905624507,1,20,54,27,38,1
1724,8,345413.4761904762,-0.42877972133357695,0.6130497905624507,1,22,54,27,38,1
769,3,345413.4761904762,-0.42877972133357695,0.6130497905624507,1,34,54,27,38,1
608,0,345413.4761904762,-0.42877972133357695,0.6130497905624507,1,37,54,27,38,1
2879,21,345413.4761904762,-0.42877972133357695,0.6130497905624507,1,42,54,27,38,1
684,4,345413.4761904762,-0.42877972133357695,0.6130497905624507,1,45,54,27,38,1
890,5,670389.1904761904,-0.5303214804301072,-0.41833827266843315,0,4,111,32,49,0
1615,9,670389.1904761904,-0.5303214804301072,-0.41833827266843315,0,5,111,32,49,0
1724,3,670389.1904761904,-0.5303214804301072,-0.41833827266843315,0,22,111,32,49,0
150,5,670389.1904761904,-0.5303214804301072,-0.41833827266843315,0,31,111,32,49,0
608,3,670389.1904761904,-0.5303214804301072,-0.41833827266843315,0,37,111,32,49,0
2879,4,670389.1904761904,-0.5303214804301072,-0.41833827266843315,0,42,111,32,49,0
1615,4,30630.904761904767,-0.6093407281964258,1.2328256708942682,0,5,0,19,33,1
637,0,30630.904761904767,-0.6093407281964258,1.2328256708942682,0,20,0,19,33,1
1615,5,398111.7619047619,-0.582195289603835,-0.47118844175261115,0,5,12,0,0,1
1724,7,398111.7619047619,-0.582195289603835,-0.47118844175261115,0,22,12,0,0,1
769,4,398111.7619047619,-0.582195289603835,-0.47118844175261115,0,34,12,0,0,1
1615,3,96482.23809523806,-0.6329560966893315,-0.7158504597247739,0,5,36,21,15,0
1615,6,124498.09523809525,-0.5223437742064375,1.3413928256117198,1,5,38,17,41,1
106,3,124498.09523809525,-0.5223437742064375,1.3413928256117198,1,9,38,17,41,1
1724,6,124498.09523809525,-0.5223437742064375,1.3413928256117198,1,22,38,17,41,1
2879,9,124498.09523809525,-0.5223437742064375,1.3413928256117198,1,42,38,17,41,1
684,3,124498.09523809525,-0.5223437742064375,1.3413928256117198,1,45,38,17,41,1
244,12,124498.09523809525,-0.5223437742064375,1.3413928256117198,1,46,38,17,41,1
1615,0,221584.1428571429,-0.43104444231317035,1.3708048876332244,1,5,53,5,11,1
153,3,221584.1428571429,-0.43104444231317035,1.3708048876332244,1,26,53,5,11,1
320,0,221584.1428571429,-0.43104444231317035,1.3708048876332244,1,32,53,5,11,1
264,4,221584.1428571429,-0.43104444231317035,1.3708048876332244,1,43,53,5,11,1
1615,0,463432.7142857143,-0.6229237934492398,-0.7205492679208176,0,5,58,7,50,0
1615,0,619160.8095238096,-0.6066477875901154,-0.6755713403628847,0,5,60,30,47,0
1615,3,1159291.0476190476,-0.604583361318454,-0.7226676504016034,0,5,62,10,14,0
608,3,1159291.0476190476,-0.604583361318454,-0.7226676504016034,0,37,62,10,14,0
932,5,1159291.0476190476,-0.604583361318454,-0.7226676504016034,0,40,62,10,14,0
444,3,1159291.0476190476,-0.604583361318454,-0.7226676504016034,0,41,62,10,14,0
1615,5,8495874.285714285,-0.5958591438090497,-0.7745930729847688,0,5,73,11,48,0
608,3,8495874.285714285,-0.5958591438090497,-0.7745930729847688,0,37,73,11,48,0
932,6,8495874.285714285,-0.5958591438090497,-0.7745930729847688,0,40,73,11,48,0
1615,3,814724.0476190477,-0.5741171450949285,-0.6088162340313127,0,5,79,7,50,0
386,5,814724.0476190477,-0.5741171450949285,-0.6088162340313127,0,7,79,7,50,0
932,7,814724.0476190477,-0.5741171450949285,-0.6088162340313127,0,40,79,7,50,0
2879,4,814724.0476190477,-0.5741171450949285,-0.6088162340313127,0,42,79,7,50,0
1615,3,291123.2857142857,-0.6140661477004591,-0.6110753010041114,0,5,80,21,15,0
2879,3,291123.2857142857,-0.6140661477004591,-0.6110753010041114,0,42,80,21,15,0
1615,5,178705.23809523808,-0.5233462756420703,0.6831261084246582,1,5,88,31,24,1
286,9,178705.23809523808,-0.5233462756420703,0.6831261084246582,1,16,88,31,24,1
545,4,178705.23809523808,-0.5233462756420703,0.6831261084246582,1,17,88,31,24,1
1724,5,178705.23809523808,-0.5233462756420703,0.6831261084246582,1,22,88,31,24,1
608,4,178705.23809523808,-0.5233462756420703,0.6831261084246582,1,37,88,31,24,1
684,6,178705.23809523808,-0.5233462756420703,0.6831261084246582,1,45,88,31,24,1
244,4,178705.23809523808,-0.5233462756420703,0.6831261084246582,1,46,88,31,24,1
386,4,1514678.761904762,-0.6098392173615798,-0.745522906125995,0,7,15,10,22,1
932,4,1514678.761904762,-0.6098392173615798,-0.745522906125995,0,40,15,10,22,1
386,3,1713783.2857142857,-0.6010349139071989,-0.7381895494836571,0,7,109,24,13,0
150,3,1713783.2857142857,-0.6010349139071989,-0.7381895494836571,0,31,109,24,13,0
932,6,1713783.2857142857,-0.6010349139071989,-0.7381895494836571,0,40,109,24,13,0
2879,3,1713783.2857142857,-0.6010349139071989,-0.7381895494836571,0,42,109,24,13,0
286,3,550086.5714285715,-0.5992849687373419,-0.6305295591255236,0,16,27,35,10,1
1724,8,550086.5714285715,-0.5992849687373419,-0.6305295591255236,0,22,27,35,10,1
2879,7,550086.5714285715,-0.5992849687373419,-0.6305295591255236,0,42,27,35,10,1
684,3,550086.5714285715,-0.5992849687373419,-0.6305295591255236,0,45,27,35,10,1
545,4,937206.4761904762,-0.5964899966070367,-0.6876131409843643,0,17,24,32,44,1
545,3,62650.95238095236,-0.6053291016822092,0.35064527854895894,0,17,42,13,45,1
1724,3,449760.85714285716,-0.5934473511065702,-0.565661998758819,1,22,11,34,53,1
320,5,449760.85714285716,-0.5934473511065702,-0.565661998758819,1,32,11,34,53,1
769,7,449760.85714285716,-0.5934473511065702,-0.565661998758819,1,34,11,34,53,1
2879,7,449760.85714285716,-0.5934473511065702,-0.565661998758819,1,42,11,34,53,1
684,3,449760.85714285716,-0.5934473511065702,-0.565661998758819,1,45,11,34,53,1
1724,6,164355.19047619047,-0.609505830315991,-0.41174707381873454,0,22,25,5,11,1
2879,3,164355.19047619047,-0.609505830315991,-0.41174707381873454,0,42,25,5,11,1
1724,3,259210.42857142852,-0.5496416846468284,-0.009705766798083604,0,22,41,6,4,1
932,4,259210.42857142852,-0.5496416846468284,-0.009705766798083604,0,40,41,6,4,1
684,3,259210.42857142852,-0.5496416846468284,-0.009705766798083604,0,45,41,6,4,1
1724,3,7843563.095238095,-0.6030763520196413,-0.7758268079724567,0,22,44,32,28,0
932,3,7843563.095238095,-0.6030763520196413,-0.7758268079724567,0,40,44,32,28,0
1724,5,5257610.3809523815,-0.572913163199938,-0.7576479225833849,0,22,56,26,19,0
115,3,5257610.3809523815,-0.572913163199938,-0.7576479225833849,0,28,56,26,19,0
150,4,5257610.3809523815,-0.572913163199938,-0.7576479225833849,0,31,56,26,19,0
932,3,5257610.3809523815,-0.572913163199938,-0.7576479225833849,0,40,56,26,19,0
150,3,2579480.9523809524,-0.6184383601219148,-0.769833259895824,0,31,66,7,50,0
932,3,2579480.9523809524,-0.6184383601219148,-0.769833259895824,0,40,66,7,50,0
150,3,429156.2857142858,-0.6089461115903749,-0.6393645625061739,0,31,101,26,19,0
769,3,838300.8095238096,-0.49839690926232155,-0.40304278542150007,1,34,90,5,11,1
2879,4,838300.8095238096,-0.49839690926232155,-0.40304278542150007,1,42,90,5,11,1
264,8,838300.8095238096,-0.49839690926232155,-0.40304278542150007,1,43,90,5,11,1
684,4,838300.8095238096,-0.49839690926232155,-0.40304278542150007,1,45,90,5,11,1
769,0,22304.857142857134,-0.631825352382399,-0.3657021915820146,0,34,126,21,52,1
608,3,3562120.619047619,-0.6082147837965804,-0.7674787052665619,0,37,105,7,50,0
932,6,3562120.619047619,-0.6082147837965804,-0.7674787052665619,0,40,105,7,50,0
932,3,66331.33333333331,-0.627929310934789,-0.5073445282919236,0,40,4,21,15,1
932,3,837764.380952381,-0.6259576486036109,-0.758052333489334,0,40,32,14,12,1
932,5,800396.1428571428,-0.6144594353838596,-0.7232501332909567,0,40,34,22,36,0
2879,5,800396.1428571428,-0.6144594353838596,-0.7232501332909567,0,42,34,22,36,0
932,3,2719517.8571428573,-0.6242667395376313,-0.7756440755814442,0,40,51,26,19,0
932,6,287805.95238095237,-0.6206733235130971,-0.6626264576258848,0,40,77,19,33,0
932,6,26173343.76190476,-0.6126055864509147,-0.7835014136419952,0,40,104,29,26,0
932,4,779413.7619047619,-0.6050644515087407,-0.6934486729620788,0,40,110,19,9,0
932,5,963030.7142857143,-0.6258295103574371,-0.761321581867502,0,40,113,21,15,0
932,3,1512868.238095238,-0.6005543303227845,-0.7311557372702645,0,40,118,27,38,0
932,5,446513.8095238095,-0.6153128184823033,-0.678315991702983,0,40,128,32,44,0
932,5,430192.0952380953,-0.6215570056808661,-0.7081121559837193,0,40,129,5,11,0
2879,3,334046.2857142857,-0.6142025403183997,-0.6344498165885298,0,42,5,26,19,1
2879,0,92661.04761904762,-0.6143540760466532,-0.24458552063945488,0,42,26,10,22,1
2879,3,910990.619047619,-0.5875371530069516,-0.6618647950889465,0,42,49,17,41,1
2879,3,863015.2857142857,-0.6157428662954292,-0.7312419081353769,0,42,61,7,50,1
2879,3,383240.09090909094,-0.5698301884679667,-0.3837101977891499,0,42,100,29,26,0
288,18,2173125.4285714286,0.060477304364683196,-0.03797753417059642,1,0,3,26,19,1
776,21,2173125.4285714286,0.060477304364683196,-0.03797753417059642,1,3,3,26,19,1
890,3,2173125.4285714286,0.060477304364683196,-0.03797753417059642,1,4,3,26,19,1
1615,33,2173125.4285714286,0.060477304364683196,-0.03797753417059642,1,5,3,26,19,1
634,6,2173125.4285714286,0.060477304364683196,-0.03797753417059642,1,8,3,26,19,1
175,4,2173125.4285714286,0.060477304364683196,-0.03797753417059642,1,10,3,26,19,1
253,3,2173125.4285714286,0.060477304364683196,-0.03797753417059642,1,13,3,26,19,1
286,11,2173125.4285714286,0.060477304364683196,-0.03797753417059642,1,16,3,26,19,1
545,15,2173125.4285714286,0.060477304364683196,-0.03797753417059642,1,17,3,26,19,1
637,6,2173125.4285714286,0.060477304364683196,-0.03797753417059642,1,20,3,26,19,1
1724,33,2173125.4285714286,0.060477304364683196,-0.03797753417059642,1,22,3,26,19,1
320,11,2173125.4285714286,0.060477304364683196,-0.03797753417059642,1,32,3,26,19,1
769,16,2173125.4285714286,0.060477304364683196,-0.03797753417059642,1,34,3,26,19,1
251,5,2173125.4285714286,0.060477304364683196,-0.03797753417059642,1,35,3,26,19,1
608,8,2173125.4285714286,0.060477304364683196,-0.03797753417059642,1,37,3,26,19,1
932,5,2173125.4285714286,0.060477304364683196,-0.03797753417059642,1,40,3,26,19,1
2879,57,2173125.4285714286,0.060477304364683196,-0.03797753417059642,1,42,3,26,19,1
264,7,2173125.4285714286,0.060477304364683196,-0.03797753417059642,1,43,3,26,19,1
684,12,2173125.4285714286,0.060477304364683196,-0.03797753417059642,1,45,3,26,19,1
163,5,2173125.4285714286,0.060477304364683196,-0.03797753417059642,1,47,3,26,19,1
288,26,10664599.61904762,1.507507019283996,-0.31665957735268063,1,0,17,32,49,1
112,3,10664599.61904762,1.507507019283996,-0.31665957735268063,1,1,17,32,49,1
776,49,10664599.61904762,1.507507019283996,-0.31665957735268063,1,3,17,32,49,1
890,19,10664599.61904762,1.507507019283996,-0.31665957735268063,1,4,17,32,49,1
1615,112,10664599.61904762,1.507507019283996,-0.31665957735268063,1,5,17,32,49,1
86,5,10664599.61904762,1.507507019283996,-0.31665957735268063,1,6,17,32,49,1
386,6,10664599.61904762,1.507507019283996,-0.31665957735268063,1,7,17,32,49,1
634,26,10664599.61904762,1.507507019283996,-0.31665957735268063,1,8,17,32,49,1
175,9,10664599.61904762,1.507507019283996,-0.31665957735268063,1,10,17,32,49,1
152,4,10664599.61904762,1.507507019283996,-0.31665957735268063,1,11,17,32,49,1
167,5,10664599.61904762,1.507507019283996,-0.31665957735268063,1,12,17,32,49,1
253,11,10664599.61904762,1.507507019283996,-0.31665957735268063,1,13,17,32,49,1
104,6,10664599.61904762,1.507507019283996,-0.31665957735268063,1,14,17,32,49,1
102,3,10664599.61904762,1.507507019283996,-0.31665957735268063,1,15,17,32,49,1
286,15,10664599.61904762,1.507507019283996,-0.31665957735268063,1,16,17,32,49,1
545,35,10664599.61904762,1.507507019283996,-0.31665957735268063,1,17,17,32,49,1
140,9,10664599.61904762,1.507507019283996,-0.31665957735268063,1,18,17,32,49,1
143,9,10664599.61904762,1.507507019283996,-0.31665957735268063,1,19,17,32,49,1
637,18,10664599.61904762,1.507507019283996,-0.31665957735268063,1,20,17,32,49,1
1724,92,10664599.61904762,1.507507019283996,-0.31665957735268063,1,22,17,32,49,1
103,6,10664599.61904762,1.507507019283996,-0.31665957735268063,1,24,17,32,49,1
249,8,10664599.61904762,1.507507019283996,-0.31665957735268063,1,25,17,32,49,1
153,6,10664599.61904762,1.507507019283996,-0.31665957735268063,1,26,17,32,49,1
116,3,10664599.61904762,1.507507019283996,-0.31665957735268063,1,29,17,32,49,1
150,5,10664599.61904762,1.507507019283996,-0.31665957735268063,1,31,17,32,49,1
320,18,10664599.61904762,1.507507019283996,-0.31665957735268063,1,32,17,32,49,1
769,41,10664599.61904762,1.507507019283996,-0.31665957735268063,1,34,17,32,49,1
251,13,10664599.61904762,1.507507019283996,-0.31665957735268063,1,35,17,32,49,1
366,10,10664599.61904762,1.507507019283996,-0.31665957735268063,1,36,17,32,49,1
608,32,10664599.61904762,1.507507019283996,-0.31665957735268063,1,37,17,32,49,1
932,5,10664599.61904762,1.507507019283996,-0.31665957735268063,1,40,17,32,49,1
444,3,10664599.61904762,1.507507019283996,-0.31665957735268063,1,41,17,32,49,1
2879,169,10664599.61904762,1.507507019283996,-0.31665957735268063,1,42,17,32,49,1
264,15,10664599.61904762,1.507507019283996,-0.31665957735268063,1,43,17,32,49,1
684,32,10664599.61904762,1.507507019283996,-0.31665957735268063,1,45,17,32,49,1
244,15,10664599.61904762,1.507507019283996,-0.31665957735268063,1,46,17,32,49,1
163,8,10664599.61904762,1.507507019283996,-0.31665957735268063,1,47,17,32,49,1
288,6,1388028.8095238095,-0.40902768884106283,-0.4043213331602686,1,0,18,32,49,1
776,12,1388028.8095238095,-0.40902768884106283,-0.4043213331602686,1,3,18,32,49,1
890,5,1388028.8095238095,-0.40902768884106283,-0.4043213331602686,1,4,18,32,49,1
1615,21,1388028.8095238095,-0.40902768884106283,-0.4043213331602686,1,5,18,32,49,1
634,4,1388028.8095238095,-0.40902768884106283,-0.4043213331602686,1,8,18,32,49,1
253,4,1388028.8095238095,-0.40902768884106283,-0.4043213331602686,1,13,18,32,49,1
545,4,1388028.8095238095,-0.40902768884106283,-0.4043213331602686,1,17,18,32,49,1
1724,15,1388028.8095238095,-0.40902768884106283,-0.4043213331602686,1,22,18,32,49,1
2879,32,1388028.8095238095,-0.40902768884106283,-0.4043213331602686,1,42,18,32,49,1
264,7,1388028.8095238095,-0.40902768884106283,-0.4043213331602686,1,43,18,32,49,1
684,14,1388028.8095238095,-0.40902768884106283,-0.4043213331602686,1,45,18,32,49,1
288,6,551939.0476190476,-0.24083080944963392,0.8842092994805446,1,0,78,19,9,1
250,6,551939.0476190476,-0.24083080944963392,0.8842092994805446,1,2,78,19,9,1
776,17,551939.0476190476,-0.24083080944963392,0.8842092994805446,1,3,78,19,9,1
890,18,551939.0476190476,-0.24083080944963392,0.8842092994805446,1,4,78,19,9,1
1615,33,551939.0476190476,-0.24083080944963392,0.8842092994805446,1,5,78,19,9,1
86,4,551939.0476190476,-0.24083080944963392,0.8842092994805446,1,6,78,19,9,1
386,7,551939.0476190476,-0.24083080944963392,0.8842092994805446,1,7,78,19,9,1
634,7,551939.0476190476,-0.24083080944963392,0.8842092994805446,1,8,78,19,9,1
175,3,551939.0476190476,-0.24083080944963392,0.8842092994805446,1,10,78,19,9,1
167,3,551939.0476190476,-0.24083080944963392,0.8842092994805446,1,12,78,19,9,1
545,7,551939.0476190476,-0.24083080944963392,0.8842092994805446,1,17,78,19,9,1
143,5,551939.0476190476,-0.24083080944963392,0.8842092994805446,1,19,78,19,9,1
97,5,551939.0476190476,-0.24083080944963392,0.8842092994805446,1,21,78,19,9,1
1724,20,551939.0476190476,-0.24083080944963392,0.8842092994805446,1,22,78,19,9,1
153,3,551939.0476190476,-0.24083080944963392,0.8842092994805446,1,26,78,19,9,1
