,그룹번호,종목번호,가중점수
982,8.0,51.0,0.0
983,8.0,52.0,0.0
984,8.0,53.0,0.0
985,8.0,54.0,0.0
986,8.0,55.0,0.0
987,8.0,56.0,0.0
988,8.0,57.0,0.0
989,8.0,58.0,0.0
990,8.0,59.0,0.0
991,8.0,60.0,0.0
992,8.0,61.0,0.0
993,8.0,62.0,0.0
994,8.0,63.0,0.0
995,8.0,64.0,0.0
996,8.0,65.0,0.0
997,8.0,66.0,0.0
998,8.0,67.0,0.0
999,8.0,68.0,0.0
1000,8.0,69.0,0.0
1001,8.0,70.0,0.0466032673953495
1002,8.0,71.0,0.0
1003,8.0,72.0,0.0
1004,8.0,73.0,0.0
1005,8.0,74.0,0.0
1006,8.0,75.0,0.0
1007,8.0,76.0,0.0
1008,8.0,77.0,0.0
1009,8.0,78.0,0.0
1010,8.0,79.0,0.0
1011,8.0,80.0,0.0
1012,8.0,81.0,0.0
1013,8.0,82.0,0.0
1014,8.0,83.0,0.0
1015,8.0,84.0,0.0
1016,8.0,85.0,0.0
1017,8.0,86.0,0.0
1018,8.0,87.0,0.04871196
1019,8.0,88.0,0.0
1020,8.0,89.0,0.0
1021,8.0,90.0,0.0
1022,8.0,91.0,0.0
1023,8.0,92.0,0.0
1024,8.0,93.0,0.0
1025,8.0,94.0,0.0
1026,8.0,95.0,0.0
1027,8.0,96.0,0.0
1028,8.0,97.0,0.0
1029,8.0,98.0,0.0
1030,8.0,99.0,0.0
1031,8.0,100.0,0.0
1032,8.0,101.0,0.0
1033,8.0,102.0,0.0
1034,8.0,103.0,0.0
1035,8.0,104.0,0.0
1036,8.0,105.0,0.0
1037,8.0,106.0,0.0
1038,8.0,107.0,0.0
1039,8.0,108.0,0.0
1040,8.0,109.0,0.0
1041,8.0,110.0,0.0
1042,8.0,111.0,0.0
1043,8.0,112.0,0.0
1044,8.0,113.0,0.0
1045,8.0,114.0,0.0
1046,8.0,115.0,0.0
1047,8.0,116.0,0.0
1048,8.0,117.0,0.0
1049,8.0,118.0,0.0
1050,8.0,119.0,0.0
1051,8.0,120.0,0.0
1052,8.0,121.0,0.0
1053,8.0,122.0,0.0
1054,8.0,123.0,0.0
1055,8.0,124.0,0.0
1056,8.0,125.0,0.0
1057,8.0,126.0,0.0
1058,8.0,127.0,0.0
1059,8.0,128.0,0.0
1060,8.0,129.0,0.0
1061,8.0,130.0,0.0
1062,8.0,131.0,0.0
1063,8.0,132.0,0.0
1064,9.0,0.0,0.0
1065,9.0,1.0,0.0
1066,9.0,2.0,0.0
1067,9.0,3.0,0.09530080797204
1068,9.0,4.0,0.0
1069,9.0,5.0,0.0
1070,9.0,6.0,0.0
1071,9.0,7.0,0.0
1072,9.0,8.0,0.0
1073,9.0,9.0,0.0
1074,9.0,10.0,0.0
1075,9.0,11.0,0.0
1076,9.0,12.0,0.0
1077,9.0,13.0,0.0
1078,9.0,14.0,0.0
1079,9.0,15.0,0.040425878752893565
1080,9.0,16.0,0.0240658507485
1081,9.0,17.0,0.5161036415160685
1082,9.0,18.0,0.0
1083,9.0,19.0,0.0
1084,9.0,20.0,0.0
1085,9.0,21.0,0.0
1086,9.0,22.0,0.0
1087,9.0,23.0,0.0
1088,9.0,24.0,0.0
1089,9.0,25.0,0.0
1090,9.0,26.0,0.0
1091,9.0,27.0,0.0
1092,9.0,28.0,0.0
1093,9.0,29.0,0.0
1094,9.0,30.0,0.0
1095,9.0,31.0,0.0
1096,9.0,32.0,0.0
1097,9.0,33.0,0.0
1098,9.0,34.0,0.0
1099,9.0,35.0,0.0
1100,9.0,36.0,0.0
1101,9.0,37.0,0.0
1102,9.0,38.0,0.0
1103,9.0,39.0,0.0
1104,9.0,40.0,0.0
1105,9.0,41.0,0.0
1106,9.0,42.0,0.0
1107,9.0,43.0,0.0
1108,9.0,44.0,0.0
1109,9.0,45.0,0.0
1110,9.0,46.0,0.0
1111,9.0,47.0,0.0
1112,9.0,48.0,0.0
1113,9.0,49.0,0.0
1114,9.0,50.0,0.0
1115,9.0,51.0,0.0
1116,9.0,52.0,0.0
1117,9.0,53.0,0.0
1118,9.0,54.0,0.029700000000000008
1119,9.0,55.0,0.17610943333801998
1120,9.0,56.0,0.0
1121,9.0,57.0,0.0
1122,9.0,58.0,0.0
1123,9.0,59.0,0.0
1124,9.0,60.0,0.0
1125,9.0,61.0,0.0
1126,9.0,62.0,0.0
1127,9.0,63.0,0.0
1128,9.0,64.0,0.0
1129,9.0,65.0,0.0
1130,9.0,66.0,0.0
1131,9.0,67.0,0.0
1132,9.0,68.0,0.0
1133,9.0,69.0,0.08856640519999999
1134,9.0,70.0,0.0
1135,9.0,71.0,0.0
1136,9.0,72.0,0.0
1137,9.0,73.0,0.0
1138,9.0,74.0,0.0
1139,9.0,75.0,0.0
1140,9.0,76.0,0.0
1141,9.0,77.0,0.0
1142,9.0,78.0,0.073758485
1143,9.0,79.0,0.00941480149401
1144,9.0,80.0,0.0
1145,9.0,81.0,0.0
1146,9.0,82.0,0.0
1147,9.0,83.0,0.0
1148,9.0,84.0,0.0
1149,9.0,85.0,0.0
1150,9.0,86.0,0.0
1151,9.0,87.0,0.03881196
1152,9.0,88.0,0.0
1153,9.0,89.0,0.0
1154,9.0,90.0,0.0
1155,9.0,91.0,0.0
1156,9.0,92.0,0.0
1157,9.0,93.0,0.0
1158,9.0,94.0,0.0
1159,9.0,95.0,0.0
1160,9.0,96.0,0.0
1161,9.0,97.0,0.0
1162,9.0,98.0,0.0
1163,9.0,99.0,0.0
1164,9.0,100.0,0.0
1165,9.0,101.0,0.0
1166,9.0,102.0,0.0
1167,9.0,103.0,0.0
1168,9.0,104.0,0.0
1169,9.0,105.0,0.0
1170,9.0,106.0,0.0
1171,9.0,107.0,0.0
1172,9.0,108.0,0.0
1173,9.0,109.0,0.0
1174,9.0,110.0,0.0
1175,9.0,111.0,0.0
1176,9.0,112.0,0.0
1177,9.0,113.0,0.0
1178,9.0,114.0,0.0
1179,9.0,115.0,0.0
1180,9.0,116.0,0.0
1181,9.0,117.0,0.0
1182,9.0,118.0,0.0
1183,9.0,119.0,0.0
1184,9.0,120.0,0.0
1185,9.0,121.0,0.0
1186,9.0,122.0,0.0
1187,9.0,123.0,0.0
1188,9.0,124.0,0.0
1189,9.0,125.0,0.0
1190,9.0,126.0,0.0
1191,9.0,127.0,0.0
1192,9.0,128.0,0.0
1193,9.0,129.0,0.0
1194,9.0,130.0,0.0
1195,9.0,131.0,0.0
1196,9.0,132.0,0.0
1197,10.0,0.0,0.0
1198,10.0,1.0,0.0
1199,10.0,2.0,0.0
1200,10.0,3.0,0.014554485
1201,10.0,4.0,0.0
1202,10.0,5.0,0.0
1203,10.0,6.0,0.0
1204,10.0,7.0,0.0
1205,10.0,8.0,0.0
1206,10.0,9.0,0.0
1207,10.0,10.0,0.0
1208,10.0,11.0,0.0
1209,10.0,12.0,0.0
1210,10.0,13.0,0.0
1211,10.0,14.0,0.0
1212,10.0,15.0,0.0
1213,10.0,16.0,0.0
1214,10.0,17.0,0.23241319641459166
1215,10.0,18.0,0.0988089601
1216,10.0,19.0,0.0
1217,10.0,20.0,0.0
1218,10.0,21.0,0.0
1219,10.0,22.0,0.0
1220,10.0,23.0,0.0
1221,10.0,24.0,0.0
1222,10.0,25.0,0.0
1223,10.0,26.0,0.0
1224,10.0,27.0,0.0
1225,10.0,28.0,0.0
1226,10.0,29.0,0.0
1227,10.0,30.0,0.0
1228,10.0,31.0,0.0
1229,10.0,32.0,0.0
1230,10.0,33.0,0.0
1231,10.0,34.0,0.0
1232,10.0,35.0,0.0
1233,10.0,36.0,0.0
1234,10.0,37.0,0.17169361224251
1235,10.0,38.0,0.03835582595390631
1236,10.0,39.0,0.0
1237,10.0,40.0,0.0
1238,10.0,41.0,0.0
1239,10.0,42.0,0.0
1240,10.0,43.0,0.0
1241,10.0,44.0,0.0
1242,10.0,45.0,0.0
1243,10.0,46.0,0.0
1244,10.0,47.0,0.117242621697
1245,10.0,48.0,0.0
1246,10.0,49.0,0.0
1247,10.0,50.0,0.0
1248,10.0,51.0,0.0
1249,10.0,52.0,0.0
1250,10.0,53.0,0.0
1251,10.0,54.0,0.0
1252,10.0,55.0,0.0
1253,10.0,56.0,0.0
1254,10.0,57.0,0.0
1255,10.0,58.0,0.0
1256,10.0,59.0,0.0
1257,10.0,60.0,0.0
1258,10.0,61.0,0.0
1259,10.0,62.0,0.0
1260,10.0,63.0,0.0
1261,10.0,64.0,0.0
1262,10.0,65.0,0.0
1263,10.0,66.0,0.0
1264,10.0,67.0,0.0
1265,10.0,68.0,0.0
1266,10.0,69.0,0.0
1267,10.0,70.0,0.0
1268,10.0,71.0,0.0
1269,10.0,72.0,0.0
1270,10.0,73.0,0.0
1271,10.0,74.0,0.0
1272,10.0,75.0,0.0
1273,10.0,76.0,0.0
1274,10.0,77.0,0.0
1275,10.0,78.0,0.0
1276,10.0,79.0,0.0
1277,10.0,80.0,0.0
1278,10.0,81.0,0.0
1279,10.0,82.0,0.0
1280,10.0,83.0,0.0
1281,10.0,84.0,0.0
1282,10.0,85.0,0.0
1283,10.0,86.0,0.0
1284,10.0,87.0,0.0
1285,10.0,88.0,0.0
1286,10.0,89.0,0.0
1287,10.0,90.0,0.0
1288,10.0,91.0,0.0
1289,10.0,92.0,0.0
1290,10.0,93.0,0.0
1291,10.0,94.0,0.0
1292,10.0,95.0,0.0
1293,10.0,96.0,0.0
1294,10.0,97.0,0.0
1295,10.0,98.0,0.0
1296,10.0,99.0,0.0
1297,10.0,100.0,0.0
1298,10.0,101.0,0.0
1299,10.0,102.0,0.0
1300,10.0,103.0,0.0
1301,10.0,104.0,0.0
1302,10.0,105.0,0.0
1303,10.0,106.0,0.0
1304,10.0,107.0,0.0
1305,10.0,108.0,0.0
1306,10.0,109.0,0.0
1307,10.0,110.0,0.0
1308,10.0,111.0,0.0
1309,10.0,112.0,0.0
1310,10.0,113.0,0.0
1311,10.0,114.0,0.0
1312,10.0,115.0,0.0
1313,10.0,116.0,0.0
1314,10.0,117.0,0.0
1315,10.0,118.0,0.0
1316,10.0,119.0,0.0
1317,10.0,120.0,0.0
1318,10.0,121.0,0.0
1319,10.0,122.0,0.0
1320,10.0,123.0,0.0
1321,10.0,124.0,0.0
1322,10.0,125.0,0.0
1323,10.0,126.0,0.0
1324,10.0,127.0,0.0
1325,10.0,128.0,0.0
1326,10.0,129.0,0.0
1327,10.0,130.0,0.0
1328,10.0,131.0,0.0
1329,10.0,132.0,0.0
1330,11.0,0.0,0.0
1331,11.0,1.0,0.0
1332,11.0,2.0,0.0
1333,11.0,3.0,0.3706830740377686
1334,11.0,4.0,0.0
1335,11.0,5.0,0.0
1336,11.0,6.0,0.0
1337,11.0,7.0,0.0
1338,11.0,8.0,0.0
1339,11.0,9.0,0.0
1340,11.0,10.0,0.0
1341,11.0,11.0,0.0
1342,11.0,12.0,0.0
1343,11.0,13.0,0.0
1344,11.0,14.0,0.0
1345,11.0,15.0,0.03617528300035218
1346,11.0,16.0,0.0
1347,11.0,17.0,0.5035702226613603
1348,11.0,18.0,0.0
1349,11.0,19.0,0.232842121725858
1350,11.0,20.0,0.0
1351,11.0,21.0,0.0
1352,11.0,22.0,0.0
1353,11.0,23.0,0.0
1354,11.0,24.0,0.0
1355,11.0,25.0,0.0
1356,11.0,26.0,0.0
1357,11.0,27.0,0.0
1358,11.0,28.0,0.0
1359,11.0,29.0,0.0
1360,11.0,30.0,0.0
1361,11.0,31.0,0.0
1362,11.0,32.0,0.0
1363,11.0,33.0,0.0
1364,11.0,34.0,0.0
1365,11.0,35.0,0.0
1366,11.0,36.0,0.0
1367,11.0,37.0,0.05627133289767609
1368,11.0,38.0,0.0
1369,11.0,39.0,0.0
1370,11.0,40.0,0.0
1371,11.0,41.0,0.0
1372,11.0,42.0,0.0
1373,11.0,43.0,0.0
1374,11.0,44.0,0.0
1375,11.0,45.0,0.0
1376,11.0,46.0,0.0
1377,11.0,47.0,0.0
1378,11.0,48.0,0.0
1379,11.0,49.0,0.0
1380,11.0,50.0,0.0
1381,11.0,51.0,0.0
1382,11.0,52.0,0.0
1383,11.0,53.0,0.04
1384,11.0,54.0,0.014850000000000004
1385,11.0,55.0,0.0
1386,11.0,56.0,0.0
1387,11.0,57.0,0.0
1388,11.0,58.0,0.0
1389,11.0,59.0,0.0
1390,11.0,60.0,0.0
1391,11.0,61.0,0.0
1392,11.0,62.0,0.0
1393,11.0,63.0,0.0
1394,11.0,64.0,0.0
1395,11.0,65.0,0.0
1396,11.0,66.0,0.0
1397,11.0,67.0,0.0
1398,11.0,68.0,0.0
1399,11.0,69.0,0.024552990000000004
1400,11.0,70.0,0.0
1401,11.0,71.0,0.0
1402,11.0,72.0,0.0
1403,11.0,73.0,0.0
1404,11.0,74.0,0.0
1405,11.0,75.0,0.0
1406,11.0,76.0,0.0
1407,11.0,77.0,0.0
1408,11.0,78.0,0.034502500000000005
1409,11.0,79.0,0.0
1410,11.0,80.0,0.0
1411,11.0,81.0,0.0
1412,11.0,82.0,0.0
1413,11.0,83.0,0.0
1414,11.0,84.0,0.0
1415,11.0,85.0,0.0
1416,11.0,86.0,0.0
1417,11.0,87.0,0.024257475
1418,11.0,88.0,0.0
1419,11.0,89.0,0.0
1420,11.0,90.0,0.009509900499
1421,11.0,91.0,0.0
1422,11.0,92.0,0.0
1423,11.0,93.0,0.0
1424,11.0,94.0,0.0
1425,11.0,95.0,0.0
1426,11.0,96.0,0.0
1427,11.0,97.0,0.0
1428,11.0,98.0,0.0
1429,11.0,99.0,0.0
1430,11.0,100.0,0.0
1431,11.0,101.0,0.0
1432,11.0,102.0,0.0
1433,11.0,103.0,0.0
1434,11.0,104.0,0.0
1435,11.0,105.0,0.0
1436,11.0,106.0,0.0
1437,11.0,107.0,0.0
1438,11.0,108.0,0.0
1439,11.0,109.0,0.0
1440,11.0,110.0,0.0
1441,11.0,111.0,0.0
1442,11.0,112.0,0.0
1443,11.0,113.0,0.0
1444,11.0,114.0,0.0
1445,11.0,115.0,0.0
1446,11.0,116.0,0.0
1447,11.0,117.0,0.0
1448,11.0,118.0,0.013430073813880743
1449,11.0,119.0,0.0
1450,11.0,120.0,0.0
1451,11.0,121.0,0.0
1452,11.0,122.0,0.0
1453,11.0,123.0,0.0
1454,11.0,124.0,0.0
1455,11.0,125.0,0.0
1456,11.0,126.0,0.0
1457,11.0,127.0,0.0
1458,11.0,128.0,0.0
1459,11.0,129.0,0.0
1460,11.0,130.0,0.0
1461,11.0,131.0,0.0
1462,11.0,132.0,0.0
1463,12.0,0.0,0.04029022144164224
1464,12.0,1.0,0.0
1465,12.0,2.0,0.0
1466,12.0,3.0,0.05740754772483641
1467,12.0,4.0,0.0
1468,12.0,5.0,0.0
1469,12.0,6.0,0.0
1470,12.0,7.0,0.0
1471,12.0,8.0,0.0
1472,12.0,9.0,0.0
1473,12.0,10.0,0.0
1474,12.0,11.0,0.0
1475,12.0,12.0,0.0
1476,12.0,13.0,0.0
1477,12.0,14.0,0.0
1478,12.0,15.0,0.0
1479,12.0,16.0,0.0960131632926752
1480,12.0,17.0,0.3029807461477847
1481,12.0,18.0,0.0
1482,12.0,19.0,0.35827072957667355
1483,12.0,20.0,0.0
1484,12.0,21.0,0.0
1485,12.0,22.0,0.0
1486,12.0,23.0,0.0
1487,12.0,24.0,0.0
1488,12.0,25.0,0.0
1489,12.0,26.0,0.0
1490,12.0,27.0,0.0
1491,12.0,28.0,0.0652492912641368
1492,12.0,29.0,0.0
1493,12.0,30.0,0.0
1494,12.0,31.0,0.0
1495,12.0,32.0,0.0
1496,12.0,33.0,0.0
1497,12.0,34.0,0.0
1498,12.0,35.0,0.0
1499,12.0,36.0,0.0
1500,12.0,37.0,0.0
1501,12.0,38.0,0.0
1502,12.0,39.0,0.0
1503,12.0,40.0,0.0
1504,12.0,41.0,0.0
1505,12.0,42.0,0.0
1506,12.0,43.0,0.0
1507,12.0,44.0,0.0
1508,12.0,45.0,0.0
1509,12.0,46.0,0.0
1510,12.0,47.0,0.0
1511,12.0,48.0,0.0
1512,12.0,49.0,0.0
1513,12.0,50.0,0.0
1514,12.0,51.0,0.0
1515,12.0,52.0,0.0
1516,12.0,53.0,0.035
1517,12.0,54.0,0.1262042673953495
1518,12.0,55.0,0.15903503508483496
1519,12.0,56.0,0.0
1520,12.0,57.0,0.0
1521,12.0,58.0,0.0
1522,12.0,59.0,0.0
1523,12.0,60.0,0.0
1524,12.0,61.0,0.0
1525,12.0,62.0,0.0
1526,12.0,63.0,0.0
1527,12.0,64.0,0.0
1528,12.0,65.0,0.0
1529,12.0,66.0,0.0
1530,12.0,67.0,0.0
1531,12.0,68.0,0.0
1532,12.0,69.0,0.0
1533,12.0,70.0,0.0
1534,12.0,71.0,0.0
1535,12.0,72.0,0.0
1536,12.0,73.0,0.0
1537,12.0,74.0,0.0
1538,12.0,75.0,0.0
1539,12.0,76.0,0.0
1540,12.0,77.0,0.0
1541,12.0,78.0,0.2578915632489601
1542,12.0,79.0,0.0
1543,12.0,80.0,0.0
1544,12.0,81.0,0.0
1545,12.0,82.0,0.0
1546,12.0,83.0,0.0
1547,12.0,84.0,0.0
1548,12.0,85.0,0.0
1549,12.0,86.0,0.0
1550,12.0,87.0,0.0
1551,12.0,88.0,0.0
1552,12.0,89.0,0.0
1553,12.0,90.0,0.0
1554,12.0,91.0,0.0
1555,12.0,92.0,0.0
1556,12.0,93.0,0.0
1557,12.0,94.0,0.0
1558,12.0,95.0,0.0
1559,12.0,96.0,0.0
1560,12.0,97.0,0.0
1561,12.0,98.0,0.0
1562,12.0,99.0,0.0
1563,12.0,100.0,0.0
1564,12.0,101.0,0.0
1565,12.0,102.0,0.0
1566,12.0,103.0,0.0
1567,12.0,104.0,0.0
1568,12.0,105.0,0.0
1569,12.0,106.0,0.0
1570,12.0,107.0,0.0
1571,12.0,108.0,0.0
1572,12.0,109.0,0.0
1573,12.0,110.0,0.0
1574,12.0,111.0,0.0
1575,12.0,112.0,0.0
1576,12.0,113.0,0.0
1577,12.0,114.0,0.0
1578,12.0,115.0,0.0
1579,12.0,116.0,0.0
1580,12.0,117.0,0.0
1581,12.0,118.0,0.0
1582,12.0,119.0,0.0
1583,12.0,120.0,0.0
1584,12.0,121.0,0.0
1585,12.0,122.0,0.0
1586,12.0,123.0,0.0
1587,12.0,124.0,0.0
1588,12.0,125.0,0.0
1589,12.0,126.0,0.0
1590,12.0,127.0,0.0
1591,12.0,128.0,0.0
1592,12.0,129.0,0.0
1593,12.0,130.0,0.0
1594,12.0,131.0,0.0
1595,12.0,132.0,0.0
1596,13.0,0.0,0.0
1597,13.0,1.0,0.0
1598,13.0,2.0,0.0
1599,13.0,3.0,0.00970299
1600,13.0,4.0,0.0
1601,13.0,5.0,0.0
1602,13.0,6.0,0.0
1603,13.0,7.0,0.0
1604,13.0,8.0,0.0
1605,13.0,9.0,0.0
1606,13.0,10.0,0.0
1607,13.0,11.0,0.0
1608,13.0,12.0,0.0515474646647796
1609,13.0,13.0,0.0
1610,13.0,14.0,0.0
1611,13.0,15.0,0.0
1612,13.0,16.0,0.009801
1613,13.0,17.0,0.2685037199976141
1614,13.0,18.0,0.1365843403
1615,13.0,19.0,0.0
1616,13.0,20.0,0.0
1617,13.0,21.0,0.0
1618,13.0,22.0,0.0
1619,13.0,23.0,0.0
1620,13.0,24.0,0.0
1621,13.0,25.0,0.0
1622,13.0,26.0,0.0
1623,13.0,27.0,0.0
1624,13.0,28.0,0.0096059601
1625,13.0,29.0,0.0
1626,13.0,30.0,0.0
1627,13.0,31.0,0.0
1628,13.0,32.0,0.0
1629,13.0,33.0,0.0
1630,13.0,34.0,0.0
1631,13.0,35.0,0.0
1632,13.0,36.0,0.0
1633,13.0,37.0,0.24181880568534464
1634,13.0,38.0,0.02
1635,13.0,39.0,0.0
1636,13.0,40.0,0.0
1637,13.0,41.0,0.0
1638,13.0,42.0,0.0
1639,13.0,43.0,0.0
1640,13.0,44.0,0.0
1641,13.0,45.0,0.0
1642,13.0,46.0,0.0
1643,13.0,47.0,0.108129701497
1644,13.0,48.0,0.0
1645,13.0,49.0,0.0
1646,13.0,50.0,0.0
1647,13.0,51.0,0.0
1648,13.0,52.0,0.0
1649,13.0,53.0,0.0
1650,13.0,54.0,0.0
1651,13.0,55.0,0.06445200000000001
1652,13.0,56.0,0.0
1653,13.0,57.0,0.0
1654,13.0,58.0,0.0
1655,13.0,59.0,0.0
1656,13.0,60.0,0.0
1657,13.0,61.0,0.0
1658,13.0,62.0,0.0
1659,13.0,63.0,0.0
1660,13.0,64.0,0.0
1661,13.0,65.0,0.0
1662,13.0,66.0,0.0
1663,13.0,67.0,0.0
1664,13.0,68.0,0.0
1665,13.0,69.0,0.023068617360698
1666,13.0,70.0,0.0
1667,13.0,71.0,0.0
1668,13.0,72.0,0.0
1669,13.0,73.0,0.0
1670,13.0,74.0,0.0
1671,13.0,75.0,0.0
1672,13.0,76.0,0.0
1673,13.0,77.0,0.0
1674,13.0,78.0,0.0329061577066398
1675,13.0,79.0,0.0
1676,13.0,80.0,0.0
1677,13.0,81.0,0.0
1678,13.0,82.0,0.0
1679,13.0,83.0,0.0
1680,13.0,84.0,0.0
1681,13.0,85.0,0.0092274469442792
1682,13.0,86.0,0.0
1683,13.0,87.0,0.0
1684,13.0,88.0,0.0186413069581398
1685,13.0,89.0,0.0
1686,13.0,90.0,0.0
1687,13.0,91.0,0.0
1688,13.0,92.0,0.0
1689,13.0,93.0,0.0
1690,13.0,94.0,0.0
1691,13.0,95.0,0.0
1692,13.0,96.0,0.0
1693,13.0,97.0,0.0
1694,13.0,98.0,0.0
1695,13.0,99.0,0.0
1696,13.0,100.0,0.0
1697,13.0,101.0,0.0
1698,13.0,102.0,0.0
1699,13.0,103.0,0.0
1700,13.0,104.0,0.0
1701,13.0,105.0,0.0
1702,13.0,106.0,0.0
1703,13.0,107.0,0.0
1704,13.0,108.0,0.0
1705,13.0,109.0,0.0
1706,13.0,110.0,0.0
1707,13.0,111.0,0.0
1708,13.0,112.0,0.0
1709,13.0,113.0,0.0
1710,13.0,114.0,0.0
1711,13.0,115.0,0.0
1712,13.0,116.0,0.0
1713,13.0,117.0,0.0
1714,13.0,118.0,0.0
1715,13.0,119.0,0.0
1716,13.0,120.0,0.0
1717,13.0,121.0,0.0
1718,13.0,122.0,0.0
1719,13.0,123.0,0.0
1720,13.0,124.0,0.0
1721,13.0,125.0,0.0
1722,13.0,126.0,0.0
1723,13.0,127.0,0.0
1724,13.0,128.0,0.0
1725,13.0,129.0,0.0
1726,13.0,130.0,0.0
1727,13.0,131.0,0.0
1728,13.0,132.0,0.0
1729,14.0,0.0,0.0
1730,14.0,1.0,0.0
1731,14.0,2.0,0.0
1732,14.0,3.0,0.09153735170027462
1733,14.0,4.0,0.0
1734,14.0,5.0,0.0
1735,14.0,6.0,0.0
1736,14.0,7.0,0.0
1737,14.0,8.0,0.0
1738,14.0,9.0,0.0
1739,14.0,10.0,0.0
1740,14.0,11.0,0.0
1741,14.0,12.0,0.0093206534790699
1742,14.0,13.0,0.0
1743,14.0,14.0,0.0
1744,14.0,15.0,0.0
1745,14.0,16.0,0.1632431259113292
1746,14.0,17.0,0.4607450973932261
1747,14.0,18.0,0.1028248603
1748,14.0,19.0,0.0
1749,14.0,20.0,0.0
1750,14.0,21.0,0.0
1751,14.0,22.0,0.0
1752,14.0,23.0,0.0
1753,14.0,24.0,0.0
1754,14.0,25.0,0.0
1755,14.0,26.0,0.0
1756,14.0,27.0,0.0
1757,14.0,28.0,0.0606346263118478
1758,14.0,29.0,0.0
1759,14.0,30.0,0.0
1760,14.0,31.0,0.0
1761,14.0,32.0,0.0
1762,14.0,33.0,0.0
1763,14.0,34.0,0.0
1764,14.0,35.0,0.0
1765,14.0,36.0,0.0
1766,14.0,37.0,0.5292568499253436
1767,14.0,38.0,0.0
1768,14.0,39.0,0.0
1769,14.0,40.0,0.0
1770,14.0,41.0,0.0
1771,14.0,42.0,0.0
1772,14.0,43.0,0.0
1773,14.0,44.0,0.0
1774,14.0,45.0,0.0
1775,14.0,46.0,0.0
1776,14.0,47.0,0.0
1777,14.0,48.0,0.0
1778,14.0,49.0,0.0
1779,14.0,50.0,0.0
1780,14.0,51.0,0.0
1781,14.0,52.0,0.0
1782,14.0,53.0,0.0
1783,14.0,54.0,0.0
1784,14.0,55.0,0.025
1785,14.0,56.0,0.0
1786,14.0,57.0,0.0
1787,14.0,58.0,0.0
1788,14.0,59.0,0.0
1789,14.0,60.0,0.0
1790,14.0,61.0,0.0
1791,14.0,62.0,0.0
1792,14.0,63.0,0.0
1793,14.0,64.0,0.0
1794,14.0,65.0,0.0
1795,14.0,66.0,0.0
1796,14.0,67.0,0.0
1797,14.0,68.0,0.0
1798,14.0,69.0,0.0
1799,14.0,70.0,0.0
1800,14.0,71.0,0.0
1801,14.0,72.0,0.0
1802,14.0,73.0,0.0
1803,14.0,74.0,0.0
1804,14.0,75.0,0.0
1805,14.0,76.0,0.0
1806,14.0,77.0,0.0
1807,14.0,78.0,0.019019800998
1808,14.0,79.0,0.0
1809,14.0,80.0,0.0
1810,14.0,81.0,0.0
1811,14.0,82.0,0.0
1812,14.0,83.0,0.0
1813,14.0,84.0,0.008953382542587164
1814,14.0,85.0,0.0
1815,14.0,86.0,0.0
1816,14.0,87.0,0.0
1817,14.0,88.0,0.0
1818,14.0,89.0,0.0
1819,14.0,90.0,0.0
1820,14.0,91.0,0.0
1821,14.0,92.0,0.0
1822,14.0,93.0,0.0
1823,14.0,94.0,0.0
1824,14.0,95.0,0.0
1825,14.0,96.0,0.0
1826,14.0,97.0,0.0
1827,14.0,98.0,0.0
1828,14.0,99.0,0.0
1829,14.0,100.0,0.0
1830,14.0,101.0,0.0
1831,14.0,102.0,0.0
1832,14.0,103.0,0.0
1833,14.0,104.0,0.0
1834,14.0,105.0,0.0
1835,14.0,106.0,0.0
1836,14.0,107.0,0.0
1837,14.0,108.0,0.0
1838,14.0,109.0,0.0
1839,14.0,110.0,0.0
1840,14.0,111.0,0.0
1841,14.0,112.0,0.0
1842,14.0,113.0,0.0
1843,14.0,114.0,0.0
1844,14.0,115.0,0.0
1845,14.0,116.0,0.0
1846,14.0,117.0,0.0
1847,14.0,118.0,0.0
1848,14.0,119.0,0.0
1849,14.0,120.0,0.0
1850,14.0,121.0,0.0
1851,14.0,122.0,0.0
1852,14.0,123.0,0.0
1853,14.0,124.0,0.0
1854,14.0,125.0,0.0
1855,14.0,126.0,0.0
1856,14.0,127.0,0.0
1857,14.0,128.0,0.0
1858,14.0,129.0,0.0
1859,14.0,130.0,0.0
1860,14.0,131.0,0.0
1861,14.0,132.0,0.0
1862,15.0,0.0,0.0
1863,15.0,1.0,0.0
1864,15.0,2.0,0.0
1865,15.0,3.0,0.09841780149401
1866,15.0,4.0,0.0
1867,15.0,5.0,0.0
1868,15.0,6.0,0.0
1869,15.0,7.0,0.0
1870,15.0,8.0,0.0
1871,15.0,9.0,0.0
1872,15.0,10.0,0.0
1873,15.0,11.0,0.0
1874,15.0,12.0,0.0
1875,15.0,13.0,0.0
1876,15.0,14.0,0.0
1877,15.0,15.0,0.0
1878,15.0,16.0,0.0
1879,15.0,17.0,0.4028858111897239
1880,15.0,18.0,0.029700999999999998
1881,15.0,19.0,0.0
1882,15.0,20.0,0.0
1883,15.0,21.0,0.0
1884,15.0,22.0,0.0
1885,15.0,23.0,0.0
1886,15.0,24.0,0.0
1887,15.0,25.0,0.0
1888,15.0,26.0,0.0
1889,15.0,27.0,0.0
1890,15.0,28.0,0.0
1891,15.0,29.0,0.0
1892,15.0,30.0,0.0
1893,15.0,31.0,0.12695624646708992
1894,15.0,32.0,0.0
1895,15.0,33.0,0.0
1896,15.0,34.0,0.0
